adsh,grp,arc,negative,ptag,pversion,ctag,cversion
0001193125-22-081448,5,1,1,IncomeTaxExpenseContinuingOperations,ifrs/2021,CurrentTaxExpenseIncome,ifrs/2021
0001193125-22-081448,4,17,1,CurrentLiabilities,ifrs/2021,CurrentTaxLiabilitiesCurrent,ifrs/2021
0001193125-22-081448,22,1,1,TradeAndOtherCurrentReceivables,ifrs/2021,CurrentTradeReceivables,ifrs/2021
0001193125-22-081448,3,1,1,Nettradereceivables,0001193125-22-081448,CurrentTradeReceivables,ifrs/2021
0001193125-22-081448,22,2,1,TradeAndOtherCurrentReceivables,ifrs/2021,CurrentValueAddedTaxReceivables,ifrs/2021
0001193125-22-081448,21,2,1,OtherFinancialLiabilities,ifrs/2021,DeferredIncomeIncludingContractLiabilities,ifrs/2021
0001193125-22-081448,4,14,1,NoncurrentAssets,ifrs/2021,DeferredTaxAssets,ifrs/2021
0001193125-22-081448,6,1,-1,DeferredTaxLiabilityAsset,ifrs/2021,DeferredTaxAssets,ifrs/2021
0001193125-22-081448,5,2,1,IncomeTaxExpenseContinuingOperations,ifrs/2021,DeferredTaxExpenseIncome,ifrs/2021
0001193125-22-081448,6,2,1,DeferredTaxLiabilityAsset,ifrs/2021,DeferredTaxLiabilities,ifrs/2021
0001193125-22-081448,4,24,1,NoncurrentLiabilities,ifrs/2021,DeferredTaxLiabilities,ifrs/2021
0001193125-22-081448,20,7,1,CostOfSales,ifrs/2021,DepreciationAndAmortisationExpense,ifrs/2021
0001193125-22-081448,16,3,-1,ProfitLoss,ifrs/2021,DepreciationAndAmortisationExpense,ifrs/2021
0001193125-22-081448,13,3,1,CashFlowsFromUsedInOperatingActivities,ifrs/2021,DepreciationAndAmortisationExpense,ifrs/2021
0001193125-22-081448,1,4,1,FinancialAssets,ifrs/2021,DerivativeFinancialAssets,ifrs/2021
0001193125-22-081448,2,1,-1,NetFinancialInstruments,0001193125-22-081448,DerivativeFinancialAssets,ifrs/2021
0001193125-22-081448,9,2,1,ReceivablesInvestmentsAndOther,0001193125-22-081448,DerivativeFinancialAssets,ifrs/2021
0001193125-22-081448,1,10,1,FinancialLiabilities,ifrs/2021,DerivativeFinancialLiabilities,ifrs/2021
0001193125-22-081448,21,3,1,OtherFinancialLiabilities,ifrs/2021,DerivativeFinancialLiabilities,ifrs/2021
0001193125-22-081448,2,3,1,NetFinancialInstruments,0001193125-22-081448,DerivativeFinancialLiabilities,ifrs/2021
0001193125-22-081448,7,2,1,NonCashChangesArisingFromFinancingActivities,0001193125-22-081448,DividendsClassifiedAsExpense,ifrs/2021
0001193125-22-081448,13,29,-1,CashFlowsFromUsedInFinancingActivities,ifrs/2021,DividendsPaidClassifiedAsFinancingActivities,ifrs/2021
0001193125-22-081448,13,16,1,CashFlowsFromUsedInOperatingActivities,ifrs/2021,DividendsReceivedClassifiedAsOperatingActivities,ifrs/2021
0001193125-22-081448,17,5,1,NetDebtAndEquity,0001193125-22-081448,Equity,ifrs/2021
0001193125-22-081448,4,25,1,EquityAndLiabilities,ifrs/2021,Equity,ifrs/2021
0001193125-22-081448,4,26,1,Equity,ifrs/2021,EquityAttributableToOwnersOfParent,ifrs/2021
0001193125-22-081448,20,9,-1,ProfitLossFromOperatingActivities,ifrs/2021,ExpenseArisingFromExplorationForAndEvaluationOfMineralResources,ifrs/2021
0001193125-22-081448,26,2,1,FinanceCosts,ifrs/2021,ExpenseDueToUnwindingOfDiscountOnProvisions,ifrs/2021
0001193125-22-081448,23,6,1,EmployeeBenefitsExpense,ifrs/2021,ExpenseFromCashsettledSharebasedPaymentTransactionsInWhichGoodsOrServicesReceivedDidNotQualifyForRecognitionAsAssets,ifrs/2021
0001193125-22-081448,23,5,1,EmployeeBenefitsExpense,ifrs/2021,ExpenseFromEquitysettledSharebasedPaymentTransactionsInWhichGoodsOrServicesReceivedDidNotQualifyForRecognitionAsAssets,ifrs/2021
0001193125-22-081448,7,6,1,NonCashChangesArisingFromFinancingActivities,0001193125-22-081448,ExpenseFromSharebasedPaymentTransactionsWithEmployees,ifrs/2021
0001193125-22-081448,1,6,1,FinancialAssets,ifrs/2021,FairValueOfInvestmentsInEquityInstrumentsDesignatedAsMeasuredAtFairValueThroughOtherComprehensiveIncome,ifrs/2021
0001193125-22-081448,9,1,1,ReceivablesInvestmentsAndOther,0001193125-22-081448,FairValueOfInvestmentsInEquityInstrumentsDesignatedAsMeasuredAtFairValueThroughOtherComprehensiveIncome,ifrs/2021
0001193125-22-081448,2,2,-1,NetFinancialInstruments,0001193125-22-081448,FairValueOfInvestmentsInEquityInstrumentsDesignatedAsMeasuredAtFairValueThroughOtherComprehensiveIncome,ifrs/2021
0001193125-22-081448,16,5,-1,ProfitLoss,ifrs/2021,FinanceCosts,ifrs/2021
0001193125-22-081448,20,13,-1,ProfitLossBeforeTax,ifrs/2021,FinanceCosts,ifrs/2021
0001193125-22-081448,13,8,1,CashFlowsFromUsedInOperatingActivities,ifrs/2021,FinanceCosts,ifrs/2021
0001193125-22-081448,20,15,1,ProfitLossBeforeTax,ifrs/2021,FinanceIncome,ifrs/2021
0001193125-22-081448,16,4,1,ProfitLoss,ifrs/2021,FinanceIncome,ifrs/2021
0001193125-22-081448,13,9,-1,CashFlowsFromUsedInOperatingActivities,ifrs/2021,FinanceIncome,ifrs/2021
0001193125-22-081448,1,1,1,NetFinancialAssetsLiabilies,0001193125-22-081448,FinancialAssets,ifrs/2021
0001193125-22-081448,1,7,-1,NetFinancialAssetsLiabilies,0001193125-22-081448,FinancialLiabilities,ifrs/2021
0001193125-22-081448,20,14,1,ProfitLossBeforeTax,ifrs/2021,GainsLossesOnChangeInFairValueOfDerivatives,ifrs/2021
0001193125-22-081448,20,12,1,ProfitLossFromOperatingActivities,ifrs/2021,GainsLossesOnDisposalsOfPropertyPlantAndEquipment,ifrs/2021
0001193125-22-081448,24,1,1,OtherIncome,ifrs/2021,GainsLossesOnExchangeDifferencesOnTranslationRecognisedInProfitOrLoss,ifrs/2021
0001193125-22-081448,20,3,1,ProfitLossFromOperatingActivities,ifrs/2021,GrossProfit,ifrs/2021
0001193125-22-081448,13,15,-1,CashFlowsFromUsedInOperatingActivities,ifrs/2021,IncomeTaxesPaidRefundClassifiedAsOperatingActivities,ifrs/2021
0001193125-22-081448,13,13,1,CashFlowsFromUsedInOperatingActivities,ifrs/2021,IncomeTaxExpenseContinuingOperations,ifrs/2021
0001193125-22-081448,16,7,-1,ProfitLoss,ifrs/2021,IncomeTaxExpenseContinuingOperations,ifrs/2021
0001193125-22-081448,20,18,-1,ProfitLoss,ifrs/2021,IncomeTaxExpenseContinuingOperations,ifrs/2021
0001193125-22-081448,7,7,-1,NonCashChangesArisingFromFinancingActivities,0001193125-22-081448,IncreaseDecreaseThroughEffectOfChangesInForeignExchangeRatesLiabilitiesArisingFromFinancingActivities,ifrs/2021
0001193125-22-081448,7,5,-1,NonCashChangesArisingFromFinancingActivities,0001193125-22-081448,IncreaseDecreaseThroughOtherChangesLiabilitiesArisingFromFinancingActivities,ifrs/2021
0001193125-22-081448,7,4,-1,NonCashChangesArisingFromFinancingActivities,0001193125-22-081448,IncreaseThroughNewLeasesLiabilitiesArisingFromFinancingActivities,ifrs/2021
0001193125-22-081448,4,11,1,NoncurrentAssets,ifrs/2021,IntangibleAssetsAndGoodwill,ifrs/2021
0001193125-22-081448,7,3,1,NonCashChangesArisingFromFinancingActivities,0001193125-22-081448,InterestExpense,ifrs/2021
0001193125-22-081448,8,2,-1,PostemploymentBenefitExpenseDefinedBenefitPlans,ifrs/2021,InterestExpenseIncomeNetDefinedBenefitLiabilityAsset,ifrs/2021
0001193125-22-081448,26,1,1,FinanceCosts,ifrs/2021,InterestExpenseOnBorrowings,ifrs/2021
0001193125-22-081448,13,26,-1,CashFlowsFromUsedInFinancingActivities,ifrs/2021,InterestPaidClassifiedAsFinancingActivities,ifrs/2021
0001193125-22-081448,13,14,1,CashFlowsFromUsedInOperatingActivities,ifrs/2021,InterestReceivedClassifiedAsOperatingActivities,ifrs/2021
0001193125-22-081448,4,6,1,CurrentAssets,ifrs/2021,Inventories,ifrs/2021
0001193125-22-081448,4,13,1,NoncurrentAssets,ifrs/2021,InvestmentAccountedForUsingEquityMethod,ifrs/2021
0001193125-22-081448,4,27,1,EquityAttributableToOwnersOfParent,ifrs/2021,IssuedCapital,ifrs/2021
0001193125-22-081448,18,3,1,KeyManagementPersonnelCompensation,ifrs/2021,KeyManagementPersonnelCompensationPostemploymentBenefits,ifrs/2021
0001193125-22-081448,18,2,1,KeyManagementPersonnelCompensation,ifrs/2021,KeyManagementPersonnelCompensationSharebasedPayment,ifrs/2021
0001193125-22-081448,18,1,1,KeyManagementPersonnelCompensation,ifrs/2021,KeyManagementPersonnelCompensationShorttermEmployeeBenefits,ifrs/2021
0001193125-22-081448,18,4,1,KeyManagementPersonnelCompensation,ifrs/2021,KeyManagementPersonnelCompensationTerminationBenefits,ifrs/2021
0001193125-22-081448,21,5,1,OtherFinancialLiabilities,ifrs/2021,LeaseLiabilities,ifrs/2021
0001193125-22-081448,1,9,1,FinancialLiabilities,ifrs/2021,LeaseLiabilities,ifrs/2021
0001193125-22-081448,1,11,1,FinancialLiabilities,ifrs/2021,LongtermBorrowings,ifrs/2021
0001193125-22-081448,4,21,1,NoncurrentLiabilities,ifrs/2021,LongtermBorrowings,ifrs/2021
0001193125-22-081448,2,4,1,NetFinancialInstruments,0001193125-22-081448,LongtermBorrowings,ifrs/2021
0001193125-22-081448,17,2,1,LongtermBorrowingsNetOfCashAndCashEquivalent,0001193125-22-081448,LongtermBorrowings,ifrs/2021
0001193125-22-081448,4,31,1,Equity,ifrs/2021,NoncontrollingInterests,ifrs/2021
0001193125-22-081448,15,3,1,NetAssetsLiabilities,ifrs/2021,NoncurrentAssets,ifrs/2021
0001193125-22-081448,4,9,1,Assets,ifrs/2021,NoncurrentAssets,ifrs/2021
0001193125-22-081448,4,20,1,EquityAndLiabilities,ifrs/2021,NoncurrentLiabilities,ifrs/2021
0001193125-22-081448,15,5,-1,NetAssetsLiabilities,ifrs/2021,NoncurrentLiabilities,ifrs/2021
0001193125-22-081448,9,5,1,ReceivablesInvestmentsAndOther,0001193125-22-081448,NoncurrentLoansAndReceivables,ifrs/2021
0001193125-22-081448,4,23,1,NoncurrentLiabilities,ifrs/2021,NoncurrentProvisions,ifrs/2021
0001193125-22-081448,21,6,1,OtherFinancialLiabilities,ifrs/2021,OtherBorrowings,ifrs/2021
0001193125-22-081448,11,6,1,ComprehensiveIncome,ifrs/2021,OtherComprehensiveIncome,ifrs/2021
0001193125-22-081448,12,2,1,ComprehensiveIncome,ifrs/2021,OtherComprehensiveIncome,ifrs/2021
0001193125-22-081448,11,8,1,OtherComprehensiveIncome,ifrs/2021,OtherComprehensiveIncomeAttributableToNoncontrollingInterests,ifrs/2021
0001193125-22-081448,11,7,1,OtherComprehensiveIncome,ifrs/2021,OtherComprehensiveIncomeAttributableToOwnersOfParent,ifrs/2021
0001193125-22-081448,11,5,1,ComprehensiveIncome,ifrs/2021,OtherComprehensiveIncomeNetOfTaxExchangeDifferencesOnTranslation,ifrs/2021
0001193125-22-081448,11,3,1,ComprehensiveIncome,ifrs/2021,OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,ifrs/2021
0001193125-22-081448,11,2,1,ComprehensiveIncome,ifrs/2021,OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,ifrs/2021
0001193125-22-081448,15,2,1,NetAssetsLiabilities,ifrs/2021,OtherCurrentAssets,ifrs/2021
0001193125-22-081448,21,8,1,OtherNoncurrentFinancialLiabilities,ifrs/2021,OtherCurrentFinancialLiabilities,ifrs/2021
0001193125-22-081448,4,18,1,CurrentLiabilities,ifrs/2021,OtherCurrentFinancialLiabilities,ifrs/2021
0001193125-22-081448,25,2,1,TradeAndOtherCurrentPayables,ifrs/2021,OtherCurrentPayables,ifrs/2021
0001193125-22-081448,22,3,1,TradeAndOtherCurrentReceivables,ifrs/2021,OtherCurrentReceivables,ifrs/2021
0001193125-22-081448,16,6,-1,ProfitLoss,ifrs/2021,OtherExpenseByFunction,ifrs/2021
0001193125-22-081448,21,1,1,OtherNoncurrentFinancialLiabilities,ifrs/2021,OtherFinancialLiabilities,ifrs/2021
0001193125-22-081448,20,17,1,ProfitLossBeforeTax,ifrs/2021,OtherIncome,ifrs/2021
0001193125-22-081448,13,20,1,CashFlowsFromUsedInInvestingActivities,ifrs/2021,OtherInflowsOutflowsOfCashClassifiedAsInvestingActivities,ifrs/2021
0001193125-22-081448,13,17,1,CashFlowsFromUsedInOperatingActivities,ifrs/2021,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,ifrs/2021
0001193125-22-081448,21,7,1,OtherFinancialLiabilities,ifrs/2021,OtherLiabilities,ifrs/2021
0001193125-22-081448,4,22,1,NoncurrentLiabilities,ifrs/2021,OtherNoncurrentFinancialLiabilities,ifrs/2021
0001193125-22-081448,20,11,1,ProfitLossFromOperatingActivities,ifrs/2021,OtherOperatingIncomeExpense,ifrs/2021
0001193125-22-081448,13,12,-1,CashFlowsFromUsedInOperatingActivities,ifrs/2021,OtherOperatingIncomeExpense,ifrs/2021
0001193125-22-081448,9,6,1,ReceivablesInvestmentsAndOther,0001193125-22-081448,OtherReceivables,ifrs/2021
0001193125-22-081448,13,28,-1,CashFlowsFromUsedInFinancingActivities,ifrs/2021,PaymentsOfLeaseLiabilitiesClassifiedAsFinancingActivities,ifrs/2021
0001193125-22-081448,23,3,1,EmployeeBenefitsExpense,ifrs/2021,PostemploymentBenefitExpenseDefinedBenefitPlans,ifrs/2021
0001193125-22-081448,23,4,1,EmployeeBenefitsExpense,ifrs/2021,PostemploymentBenefitExpenseDefinedContributionPlans,ifrs/2021
0001193125-22-081448,13,24,1,CashFlowsFromUsedInFinancingActivities,ifrs/2021,ProceedsFromBorrowingsClassifiedAsFinancingActivities,ifrs/2021
0001193125-22-081448,13,27,1,CashFlowsFromUsedInFinancingActivities,ifrs/2021,ProceedsFromIssuingShares,ifrs/2021
0001193125-22-081448,13,22,1,CashFlowsFromUsedInInvestingActivities,ifrs/2021,ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,ifrs/2021
0001193125-22-081448,11,1,1,ComprehensiveIncome,ifrs/2021,ProfitLoss,ifrs/2021
0001193125-22-081448,12,1,1,ComprehensiveIncome,ifrs/2021,ProfitLoss,ifrs/2021
0001193125-22-081448,13,2,1,CashFlowsFromUsedInOperatingActivities,ifrs/2021,ProfitLoss,ifrs/2021
0001193125-22-081448,20,20,1,ProfitLoss,ifrs/2021,ProfitLossAttributableToNoncontrollingInterests,ifrs/2021
0001193125-22-081448,20,19,1,ProfitLoss,ifrs/2021,ProfitLossAttributableToOwnersOfParent,ifrs/2021
0001193125-22-081448,20,1,1,ProfitLoss,ifrs/2021,ProfitLossBeforeTax,ifrs/2021
0001193125-22-081448,20,2,1,ProfitLossBeforeTax,ifrs/2021,ProfitLossFromOperatingActivities,ifrs/2021
0001193125-22-081448,4,10,1,NoncurrentAssets,ifrs/2021,PropertyPlantAndEquipment,ifrs/2021
0001193125-22-081448,13,19,-1,CashFlowsFromUsedInInvestingActivities,ifrs/2021,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,ifrs/2021
0001193125-22-081448,21,4,1,OtherFinancialLiabilities,ifrs/2021,RecognisedLiabilitiesDefinedBenefitPlan,ifrs/2021
0001193125-22-081448,13,25,-1,CashFlowsFromUsedInFinancingActivities,ifrs/2021,RepaymentsOfBorrowingsClassifiedAsFinancingActivities,ifrs/2021
0001193125-22-081448,20,10,-1,ProfitLossFromOperatingActivities,ifrs/2021,ResearchAndDevelopmentExpense,ifrs/2021
0001193125-22-081448,4,29,1,EquityAttributableToOwnersOfParent,ifrs/2021,RetainedEarnings,ifrs/2021
0001193125-22-081448,8,5,1,GainLossOnRemeasurementOfNetDefinedBenefitLiabilityAsset,ifrs/2021,ReturnOnPlanAssetsNetDefinedBenefitLiabilityAsset,ifrs/2021
0001193125-22-081448,20,4,1,GrossProfit,ifrs/2021,Revenue,ifrs/2021
0001193125-22-081448,16,1,1,ProfitLoss,ifrs/2021,Revenue,ifrs/2021
0001193125-22-081448,24,2,1,OtherIncome,ifrs/2021,RevenueFromGovernmentGrants,ifrs/2021
0001193125-22-081448,11,4,1,ComprehensiveIncome,ifrs/2021,ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,ifrs/2021
0001193125-22-081448,13,10,-1,CashFlowsFromUsedInOperatingActivities,ifrs/2021,ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,ifrs/2021
0001193125-22-081448,20,16,1,ProfitLossBeforeTax,ifrs/2021,ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,ifrs/2021
0001193125-22-081448,4,28,1,EquityAttributableToOwnersOfParent,ifrs/2021,SharePremium,ifrs/2021
0001193125-22-081448,17,4,-1,LongtermBorrowingsNetOfCashAndCashEquivalent,0001193125-22-081448,ShorttermDepositsNotClassifiedAsCashEquivalents,ifrs/2021
0001193125-22-081448,1,3,1,FinancialAssets,ifrs/2021,ShorttermDepositsNotClassifiedAsCashEquivalents,ifrs/2021
0001193125-22-081448,4,3,1,CurrentAssets,ifrs/2021,ShorttermDepositsNotClassifiedAsCashEquivalents,ifrs/2021
0001193125-22-081448,23,2,1,EmployeeBenefitsExpense,ifrs/2021,SocialSecurityContributions,ifrs/2021
0001193125-22-081448,19,6,1,IncomeTaxExpenseContinuingOperations,ifrs/2021,TaxEffectFromChangeInTaxRate,ifrs/2021
0001193125-22-081448,19,2,1,IncomeTaxExpenseContinuingOperations,ifrs/2021,TaxEffectOfForeignTaxRates,ifrs/2021
0001193125-22-081448,19,1,1,IncomeTaxExpenseContinuingOperations,ifrs/2021,TaxExpenseIncomeAtApplicableTaxRate,ifrs/2021
0001193125-22-081448,4,16,1,CurrentLiabilities,ifrs/2021,TradeAndOtherCurrentPayables,ifrs/2021
0001193125-22-081448,1,8,1,FinancialLiabilities,ifrs/2021,TradeAndOtherCurrentPayables,ifrs/2021
0001193125-22-081448,25,3,1,TradeAndOtherCurrentPayables,ifrs/2021,TradeAndOtherCurrentPayablesToRelatedParties,ifrs/2021
0001193125-22-081448,25,1,1,TradeAndOtherCurrentPayables,ifrs/2021,TradeAndOtherCurrentPayablesToTradeSuppliers,ifrs/2021
0001193125-22-081448,1,5,1,FinancialAssets,ifrs/2021,TradeAndOtherCurrentReceivables,ifrs/2021
0001193125-22-081448,4,4,1,CurrentAssets,ifrs/2021,TradeAndOtherCurrentReceivables,ifrs/2021
0001193125-22-081448,23,1,1,EmployeeBenefitsExpense,ifrs/2021,WagesAndSalaries,ifrs/2021
0001193125-22-081448,14,3,1,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,ifrs/2021,AdjustmentsForDecreaseIncreaseInSuppliesAndPrepaid,0001193125-22-081448
0001193125-22-081448,8,3,1,PostemploymentBenefitExpenseDefinedBenefitPlans,ifrs/2021,AdministrativeCostsPostemploymentBenefitPlan,0001193125-22-081448
0001193125-22-081448,7,1,1,NonCashChangesArisingFromFinancingActivities,0001193125-22-081448,AmortisationOfFinancingCosts,0001193125-22-081448
0001193125-22-081448,9,4,1,ReceivablesInvestmentsAndOther,0001193125-22-081448,AmountsReceivableFromTaxAuthorityRelatedToTaxDisputes,0001193125-22-081448
0001193125-22-081448,13,21,1,CashFlowsFromUsedInInvestingActivities,ifrs/2021,ChangeInLongTermReceivablesInvestmentAndOther,0001193125-22-081448
0001193125-22-081448,19,3,1,IncomeTaxExpenseContinuingOperations,ifrs/2021,ChangeInUnrecognizedDeferredTaxAssets,0001193125-22-081448
0001193125-22-081448,20,6,1,CostOfSales,ifrs/2021,Costofgoodssoldexcludingdepreciationdepletionandamortization,0001193125-22-081448
0001193125-22-081448,16,2,-1,ProfitLoss,ifrs/2021,Costofgoodssoldexcludingdepreciationdepletionandamortization,0001193125-22-081448
0001193125-22-081448,10,1,1,Inventories,ifrs/2021,CurrentConcentrateInventory,0001193125-22-081448
0001193125-22-081448,4,8,1,CurrentAssets,ifrs/2021,CurrentRecivablesInvestmentsAndOther,0001193125-22-081448
0001193125-22-081448,26,4,1,FinanceCosts,ifrs/2021,FeesRelatedToCreditFacilities,0001193125-22-081448
0001193125-22-081448,8,4,1,GainLossOnRemeasurementOfNetDefinedBenefitLiabilityAsset,ifrs/2021,GainLossRelatedActuarialChangesFromAssumptionsAndAdjustments,0001193125-22-081448
0001193125-22-081448,26,3,1,FinanceCosts,ifrs/2021,GainsLossesOnExtinguishmentOfDebt,0001193125-22-081448
0001193125-22-081448,19,5,1,IncomeTaxExpenseContinuingOperations,ifrs/2021,Incomeinequityaccountedinvesteetaxeffectsforreconciliationbetweenaccountingprofitandtaxexpenseincome,0001193125-22-081448
0001193125-22-081448,19,7,1,IncomeTaxExpenseContinuingOperations,ifrs/2021,Increasedecreaseintaxeffectchangeinuncertaintaxpositions,0001193125-22-081448
0001193125-22-081448,9,3,1,ReceivablesInvestmentsAndOther,0001193125-22-081448,InvestementTaxCreditReceivableRelatedToResearchAndDevelopment,0001193125-22-081448
0001193125-22-081448,17,1,1,NetDebtAndEquity,0001193125-22-081448,LongtermBorrowingsNetOfCashAndCashEquivalent,0001193125-22-081448
0001193125-22-081448,4,12,1,NoncurrentAssets,ifrs/2021,LongTermReceivablesInvestmentsAndOther,0001193125-22-081448
0001193125-22-081448,24,3,1,OtherIncome,ifrs/2021,MiscellaneousOtherIncomeExpense,0001193125-22-081448
0001193125-22-081448,13,11,-1,CashFlowsFromUsedInOperatingActivities,ifrs/2021,OtherIncomeNonCashItems,0001193125-22-081448
0001193125-22-081448,19,8,1,IncomeTaxExpenseContinuingOperations,ifrs/2021,OtherPermanentDifferencesTaxEffectsForReconciliationBetweenAccountingProfitAndTaxExpenseIncome,0001193125-22-081448
0001193125-22-081448,19,4,1,IncomeTaxExpenseContinuingOperations,ifrs/2021,SharebasedCompTaxEffectsForReconciliationBetweenAccountingProfitAndTaxExpenseIncome,0001193125-22-081448
0001193125-23-083565,18,6,-1,IdentifiableAssetsAcquiredLiabilitiesAssumed,ifrs/2021,ContractLiabilitiesRecognisedAsOfAcquisitionDate,ifrs/2021
0001193125-23-083565,19,1,1,Assets,ifrs/2021,CurrentAssets,ifrs/2021
0001193125-23-083565,6,16,1,CashFlowsFromUsedInOperatingActivities,ifrs/2021,DividendsReceivedClassifiedAsOperatingActivities,ifrs/2021
0001193125-23-083565,5,9,-1,ProfitLossFromOperatingActivities,ifrs/2021,ExpenseArisingFromExplorationForAndEvaluationOfMineralResources,ifrs/2021
0001193125-23-083565,14,6,1,EmployeeBenefitsExpense,ifrs/2021,ExpenseFromCashsettledSharebasedPaymentTransactionsInWhichGoodsOrServicesReceivedDidNotQualifyForRecognitionAsAssets,ifrs/2021
0001193125-23-083565,16,1,1,OtherIncome,ifrs/2021,GainsLossesOnExchangeDifferencesOnTranslationRecognisedInProfitOrLoss,ifrs/2021
0001193125-23-083565,19,29,1,EquityAttributableToOwnersOfParent,ifrs/2021,AccumulatedOtherComprehensiveIncome,ifrs/2021
0001193125-23-083565,26,6,1,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,ifrs/2021,AdjustmentsForDecreaseIncreaseInOtherAssets,ifrs/2021
0001193125-23-083565,6,5,1,CashFlowsFromUsedInOperatingActivities,ifrs/2021,AdjustmentsForFairValueGainsLosses,ifrs/2021
0001193125-23-083565,12,4,-1,NonCashChangesArisingFromFinancingActivities,0001193125-23-083565,IncreaseThroughNewLeasesLiabilitiesArisingFromFinancingActivities,ifrs/2021
0001193125-23-083565,12,3,1,NonCashChangesArisingFromFinancingActivities,0001193125-23-083565,InterestExpense,ifrs/2021
0001193125-23-083565,26,2,1,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,ifrs/2021,AdjustmentsForDecreaseIncreaseInInventories,ifrs/2021
0001193125-23-083565,5,8,-1,ProfitLossFromOperatingActivities,ifrs/2021,AdministrativeExpense,ifrs/2021
0001193125-23-083565,4,2,-1,Nettradereceivables,0001193125-23-083565,AllowanceAccountForCreditLossesOfFinancialAssets,ifrs/2021
0001193125-23-083565,6,7,1,CashFlowsFromUsedInOperatingActivities,ifrs/2021,AdjustmentsForLossesGainsOnDisposalOfNoncurrentAssets,ifrs/2021
0001193125-23-083565,19,13,1,NoncurrentAssets,ifrs/2021,InvestmentAccountedForUsingEquityMethod,ifrs/2021
0001193125-23-083565,21,5,1,ReceivablesInvestmentsAndOther,0001193125-23-083565,NoncurrentLoansAndReceivables,ifrs/2021
0001193125-23-083565,6,18,1,IncreaseDecreaseInCashAndCashEquivalents,ifrs/2021,CashFlowsFromUsedInInvestingActivities,ifrs/2021
0001193125-23-083565,18,5,-1,IdentifiableAssetsAcquiredLiabilitiesAssumed,ifrs/2021,BorrowingsRecognisedAsOfAcquisitionDate,ifrs/2021
0001193125-23-083565,2,2,1,FinancialAssets,ifrs/2021,CashAndCashEquivalents,ifrs/2021
0001193125-23-083565,19,23,1,NoncurrentLiabilities,ifrs/2021,NoncurrentProvisions,ifrs/2021
0001193125-23-083565,5,17,1,ProfitLossBeforeTax,ifrs/2021,OtherIncome,ifrs/2021
0001193125-23-083565,6,21,1,CashFlowsFromUsedInInvestingActivities,ifrs/2021,OtherInflowsOutflowsOfCashClassifiedAsInvestingActivities,ifrs/2021
0001193125-23-083565,22,7,1,OtherFinancialLiabilities,ifrs/2021,OtherLiabilities,ifrs/2021
0001193125-23-083565,24,5,1,ComprehensiveIncome,ifrs/2021,ComprehensiveIncomeAttributableToOwnersOfParent,ifrs/2021
0001193125-23-083565,19,15,1,EquityAndLiabilities,ifrs/2021,CurrentLiabilities,ifrs/2021
0001193125-23-083565,9,4,-1,NetAssetsLiabilities,ifrs/2021,CurrentLiabilities,ifrs/2021
0001193125-23-083565,23,3,-1,LongtermBorrowingsNetOfCashAndCashEquivalent,0001193125-23-083565,CashAndCashEquivalents,ifrs/2021
0001193125-23-083565,19,2,1,CurrentAssets,ifrs/2021,CashAndCashEquivalents,ifrs/2021
0001193125-23-083565,9,1,1,NetAssetsLiabilities,ifrs/2021,CashAndCashEquivalents,ifrs/2021
0001193125-23-083565,7,2,1,Inventories,ifrs/2021,CurrentOreStockpiles,ifrs/2021
0001193125-23-083565,22,3,1,OtherFinancialLiabilities,ifrs/2021,DerivativeFinancialLiabilities,ifrs/2021
0001193125-23-083565,6,28,-1,CashFlowsFromUsedInFinancingActivities,ifrs/2021,PaymentsOfLeaseLiabilitiesClassifiedAsFinancingActivities,ifrs/2021
0001193125-23-083565,24,6,1,ComprehensiveIncome,ifrs/2021,ComprehensiveIncomeAttributableToNoncontrollingInterests,ifrs/2021
0001193125-23-083565,3,2,1,NetFinancialInstruments,0001193125-23-083565,DerivativeFinancialLiabilities,ifrs/2021
0001193125-23-083565,2,10,1,FinancialLiabilities,ifrs/2021,DerivativeFinancialLiabilities,ifrs/2021
0001193125-23-083565,6,19,-1,CashFlowsFromUsedInInvestingActivities,ifrs/2021,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,ifrs/2021
0001193125-23-083565,2,4,1,FinancialAssets,ifrs/2021,DerivativeFinancialAssets,ifrs/2021
0001193125-23-083565,21,2,1,ReceivablesInvestmentsAndOther,0001193125-23-083565,DerivativeFinancialAssets,ifrs/2021
0001193125-23-083565,3,1,-1,NetFinancialInstruments,0001193125-23-083565,DerivativeFinancialAssets,ifrs/2021
