tag,version,custom,abstract,datatype,iord,crdr,tlabel,doc
ChangesInNonCashWorkingCapital,0001193125-18-099445,1,1,,,,Changes In Non Cash Working Capital,
ChangesInOtherProvisionsExpensed,0001193125-18-099445,1,0,monetary,D,D,Changes In Other Provisions Expensed,The amount of changes that an entity recognizes through profit and loss during the year.
CigarLakeMember,0001193125-18-099445,1,1,member,,,Cigar Lake [Member],"Cigar Lake, joint operation."
ClassbsharesMember,0001193125-18-099445,1,1,member,,,Class B Shares [Member],This member represents class B shares.
ContingentPenaltiesCashTaxesTransferPricingMember,0001193125-18-099445,1,1,member,,,Contingent Penalties Cash Taxes Transfer Pricing [member],Penalties related to cash taxes and transfer pricing.
ContingentPenaltiesHalfOfCashTaxesTransferPricingMember,0001193125-18-099445,1,1,member,,,Contingent Penalties Half Of Cash Taxes Transfer Pricing [member],50% Penalties related to cash tax and transfer pricing.
ContingentPenaltiesTransferPricingMember,0001193125-18-099445,1,1,member,,,Contingent Penalties Transfer Pricing [member],Penalties in result to tranfer pricing.
CostOfSalesIncludingDepreciationAndAmortization,0001193125-18-099445,1,0,monetary,D,D,Cost Of Sales Including Depreciation And Amortization,Cost of goods including depreciation and amortization expenses.
CrowButteResourcesIncMember,0001193125-18-099445,1,1,member,,,"Crow Butte Resources, Inc. [member]","Crow Butte Resources, Inc."
CurrencyAxis,0001193125-18-099445,1,1,axis,,,Currency [Axis],
CurrentConcentrateInventory,0001193125-18-099445,1,0,monetary,I,D,Current Concentrate Inventory,A classification of current inventory representing the amount of concentrate.
CurrentPortionOfLongtermReceivablesInvestmentsAndOtherMember,0001193125-18-099445,1,1,member,,,"Current portion of long-term receivables, investments and other [member]","This member stands for current portion of long-term receivables, investments and other classification on Financial Position."
CurrentPortionOfOtherLiabilitiesMember,0001193125-18-099445,1,1,member,,,Current portion of other liabilities [member],This member stands for current portion of other liabilities classification on financial position.
CurrentRecivablesInvestmentsAndOther,0001193125-18-099445,1,0,monetary,I,D,"Current portion of long-term receivables, investments and other","The amount of current portion of long term receivables, investments and other items."
DeferredShareUnitPlanMember,0001193125-18-099445,1,1,member,,,Deferred Share Unit Plan [member],Deferred share unit plan.
DeferredTaxAssetsDefinedBenefitPlanActuarialLossesMember,0001193125-18-099445,1,1,member,,,Defined benefit plan actuarial losses [member],Deferred tax assets attributable to defined benefit plan and acturial losses.
DeferredTaxAssetsIncomeForeignExplorationAndDevelopmentMember,0001193125-18-099445,1,1,member,,,Foreign exploration and development [member],Deferred tax assets attributable to foreign exploration and development.
DeferredTaxAssetsInventoriesMember,0001193125-18-099445,1,1,member,,,"Deferred tax assets, inventories [member]",Deferred tax assets attributable to inventories.
DeferredTaxAssetsLongTermInvestmentAndOtherMember,0001193125-18-099445,1,1,member,,,"Long-term investments and other, deferred tax assets [member]",Deferred tax assets attributable to long term investment and other.
DeferredTaxAssetsMember,0001193125-18-099445,1,1,member,,,Deferred tax assets [member],Total amount attributable to deferred tax assets.
DeferredTaxAssetsPropertyPlantAndEquipmentMember,0001193125-18-099445,1,1,member,,,"Property, plant and equipment, deferred tax assets [Member]","Deferred tax assets attributable to Property, plant and equipment."
DeferredTaxAssetsProvisionForReclamationtMember,0001193125-18-099445,1,1,member,,,"Provision for reclamation, deferred tax assets [member]",Deferred tax assets attributable to reclamation provision.
DeferredTaxLiabilitiesMember,0001193125-18-099445,1,1,member,,,Deferred tax liabilities [Member],Total amount attributable to deferred tax liabilities.
DeferredTaxLiabilityInventoriesMember,0001193125-18-099445,1,1,member,,,"Deferred tax liabilities, inventories [member]",Deferred tax liabilities attributable to inventories.
DeferredTaxLiabilityPropertyPlantEquipmentMember,0001193125-18-099445,1,1,member,,,"Deferred tax liabilities property, plant and equipment [Member]",Deferred tax liabilities attributable to property plant and equipment.
DefinedBenefitObligationAndNetPensionAndOtherBenefitExpenseMember,0001193125-18-099445,1,1,member,,,Defined benefit obligation and net pension and other benefit expense [Member],This member stands for defined benefit obligation and net pension and other benefit expense.
DerecognisedAccountsReceivable,0001193125-18-099445,1,0,monetary,D,D,Derecognised accounts receivable,Amount of accounts receivable derecognised as a result of tranferring to a third party.
DescriptionOfAccountingPolicyForNonDerivativeFinancialAssetsLiabilitiesExplanatory,0001193125-18-099445,1,0,textBlock,D,,Description Of Accounting Policy For Non Derivative Financial Assets Liabilities Explanatory,The description of the entity's accounting policy for non derivative financial assets liabilities.
DescriptionOfAccountingPolicyForOtherPostRetirementBenefitsTextBlock,0001193125-18-099445,1,0,textBlock,D,,Description of accounting policy for other post retirement benefits,Description of accounting policy for other post retirement benefits.
DescriptionOfAccountingPolicyForShortTermEmployeeBenefitsTextBlock,0001193125-18-099445,1,0,textBlock,D,,Description of accounting policy for short term employee benefits [text block],Description of short term employee benefits policy.
DescriptionOfAccountingPolicyForTransactionsConsolidationEliminationExplanatory,0001193125-18-099445,1,0,textBlock,D,,Description Of Accounting Policy For Transactions Consolidation Elimination Explanatory,The description of the entity's accounting policy for transactions eliminated upon consolidation.
DescriptionOfExpectedForfeituresShareOptionsGranted,0001193125-18-099445,1,0,percent,D,,Description Of Expected Forfeitures Share Options Granted,The expected forfeitures of the share price used to calculate the fair value of the share options granted.
DescriptionOfExpectedForfeituresShareOptionsOustading,0001193125-18-099445,1,0,percent,I,,Description Of Expected Forfeitures Share Options oustanding,Description of expeted forfeitures share options oustanding.
DescriptionOfOptionLifeShareOptions,0001193125-18-099445,1,0,decimal,I,,Description Of Option Life Share Options,The option life of share options oustanding.
DescriptionOfPensionObligationsPolicyExplanatoryTextBlock,0001193125-18-099445,1,0,textBlock,D,,Description of Pension Obligations Policy Explanatory [Text Block],Description of accounting policy relaed to pension obligations.
DescriptionOfPeriodForRefundReceiptArisingFromTaxBenefitArisingFromPreviouslyUnrecognisedTaxLoss,0001193125-18-099445,1,0,string,D,,Description of Period Tax benefit arising from previously unrecognised tax loss is to be received,Description of Period when the tax benefit arising from previously unrecognised tax loss is to be received.
DescriptionOfPoliciesForBuildingPlantAndEquipment,0001193125-18-099445,1,0,textBlock,D,,Description of policies for building plant and equipment,Descripton of accounting policy related to building plant and equipment.
DescriptionOfRefundableTaxAccountHeldByCanadaRevenueAgency,0001193125-18-099445,1,0,string,D,,Description of the refundable tax account held by CRA,The description of the refundable tax account held by Canada Revenue Agency.
DisclosureOfActuarialLossesGainsRecognizedInOciExplanatoryTableTextBlock,0001193125-18-099445,1,0,textBlock,D,,Disclosure Of Actuarial Losses Gains Recognized In OCI Explanatory,The disclosure of acturial losses gains recognized in OCI.
DisclosureOfCapitalStructureExplanatoryTableTextBlock,0001193125-18-099445,1,0,textBlock,D,,Disclosure Of Capital Structure Explanatory,The disclosure of capital structure consisting of net debt and total equity.
DisclosureOfDefinedBenefitAndContributionPlansExplanatory,0001193125-18-099445,1,0,textBlock,D,,Disclosure Of Defined Benefit And Contribution Plans Explanatory,The entire disclosure for both defined benefit and defined contribution plans providing pension benefits.
DisclosureOfDetailedInformationAboutTradeAndOtherReceivablesExplanatoryTableTextBlcok,0001193125-18-099445,1,0,textBlock,D,,Disclosure Of Detailed Information Of Trade And Other Receivables Explanatory,Detailed information about trade and other receivables.
DisclosureOfEarningsAndIncomeTaxesByJurisdictionExpanatoryTableTextBlock,0001193125-18-099445,1,0,textBlock,D,,Disclosure Of Earnings And Income Taxes By Jurisdiction Expanatory,The disclosure of earnings and income taxes by jurisdiction.
DisclosureOfEmployeeBenefitExpensesExplanatoryTableTextBlock,0001193125-18-099445,1,0,textBlock,D,,Disclosure Of Employee Benefit Expenses Explanatory,"The disclsoure of details of employee benefit expenses including wages, statutory, pension plans and share based compensation."
DisclosureOfFinanceCostsDetailsExplanatoryTableTextBlock,0001193125-18-099445,1,0,textBlock,D,,Disclosure Of Finance Costs Details Explanatory,The disclosure of finance costs breakdown.
DisclosureOfForeignExchangeRiskExplanatoryTableTextBlock,0001193125-18-099445,1,0,textBlock,D,,Disclosure Of Foreign Exchange Risk Explanatory,Disclosure of pre-tax exposure to foreign currency exchange risk on financial instruments.
DisclosureOfInventoriesSummaryExplanatoryTableTextBlock,0001193125-18-099445,1,0,textBlock,D,,Disclosure Of Inventories Summary Explanatory,Disclosure of inventory schedule.
DisclosureOfNonHedgeDerivativeGainsLossesTableTextBlock,0001193125-18-099445,1,0,textBlock,D,,Disclosure Of Non Hedge Derivative Gains Losses,Disclosure of summary of components of non-hedge derivative gains losses.
DisclosureOfPercentagesOfTotalFairValueOfAssetsPensionPlanExplanatoryTableTextBlock,0001193125-18-099445,1,0,textBlock,D,,Disclosure Of Percentages Of Total Fair Value Of Assets Pension Plan Explanatory,The disclosure of percentages of the total fair value of assets in the pension plans for each asset category .
DisclosureOfReclamationProvisionTableTextBlock,0001193125-18-099445,1,0,textBlock,D,,Disclosure Of Reclamation Provision,The disclosure of rreclamation provisions.
DisclosureOfReconciliationOfChangeInProvisionsTableTextBlock,0001193125-18-099445,1,0,textBlock,D,,Disclosure Of Reconciliation Of Change In Provisions,The disclosure of reconciliation of change in provisions.
DisclosureOfReconciliationOfLiabilitiesArisingFromFinancingActivitiesExplanatory,0001193125-18-099445,1,0,textBlock,D,,Disclosure of reconciliation of liabilities arising from financing activities [text block],The disclosure of the reconciliation of liabilities arising from financing activities. [Refer: Liabilities arising from financing activities]
DisclosureOfReconciliationOfLiabilitiesArisingFromFinancingActivitiesLineItems,0001193125-18-099445,1,1,,,,Disclosure of reconciliation of liabilities arising from financing activities [line items],
DisclosureOfReconciliationOfLiabilitiesArisingFromFinancingActivitiesTable,0001193125-18-099445,1,1,,,,Disclosure of reconciliation of liabilities arising from financing activities [table],Schedule disclosing information related to the reconciliation of liabilities arising from financing activities.
DisclosureOfTaxRateReconciliationExplanatoryTableTextBlock,0001193125-18-099445,1,0,textBlock,D,,Disclosure Of Tax Rate Reconciliation Explanatory,The disclosure of tax rate reconciliation between the provision and the amount computed by applying the combined fededral and provincial income tax rates plus other differences. .
DisclosureOfTradePayableAndAcccruedLiabilitiesExplanatoryTableTextBlock,0001193125-18-099445,1,0,textBlock,D,,Disclosure Of Trade Payable And Acccrued Liabilities Explanatory,The disclosure of payable and accrued liabilities.
DisclsoureOfAlternativeBasisMeasurementOfConsolidatedFinancialStatementTableTextBlock,0001193125-18-099445,1,0,textBlock,D,,Disclsoure of alternative basis measurement of consolidated financial statement table text block,Disclsoure of alternative basis measurement of consolidated financial statement.
DisclsoureOfCompensationExpenseUnderEquitySettledPlansExplanatoryTableTextBlock,0001193125-18-099445,1,0,textBlock,D,,Disclsoure Of Compensation Expense Under Equity Settled Plans Explanatory,The disclosure of compensation expense under equity-settled plans.
DisclsoureOfComponentsOfNetPensionAndOtherBenefitExpensesExplanatoryTableTextBlock,0001193125-18-099445,1,0,textBlock,D,,Disclsoure Of Components Of Net Pension And Other Benefit Expenses Explanatory.,The disclosure of components of net pension and other benefit expenses.
DisclsoureOfDetailedInformationAboutOtherIncomeExpenseExplanatoryTableTextBlock,0001193125-18-099445,1,0,textBlock,D,,Disclsoure Of Detailed Information About Other Income Expense Explanatory,The disclsoure of other income or expense details.
DisclsoureOfDetailedInformationAboutOtherLiabiltiesTableTextBlock,0001193125-18-099445,1,0,textBlock,D,,Disclosure Of Other Liabilities Explanatory with detailed information,Disclosure of detailed information about other liabilities.
DisclsoureOfOtherIncomeExpenseTextBlock,0001193125-18-099445,1,0,textBlock,D,,Disclsoure Of Other Income Expense,The disclsoure of other income or expense.
DislcosureSharebasedCompensationExpensesRecoveriesCashSettledPlansExplanatoryTableTextBlock,0001193125-18-099445,1,0,textBlock,D,,Dislcosure Share-based Compensation Expenses Recoveries Cash Settled Plans Explanatory,The dislcosure share based compensation expenses (recoveries) cash settled plans explanatory
DividendsPayableMember,0001193125-18-099445,1,1,member,,,Dividends Payable [Member],This member stands for dividends payable.
EmployeeShareOwnershipPlanMember,0001193125-18-099445,1,1,member,,,Employee Share Ownership Plan [member],Employee share ownership plan.
EmployersContributionPerEmployeeShareBasedPaymentArrangement,0001193125-18-099445,1,0,string,D,,Employers Contribution Per Employee Share Based Payment Arrangement,Employer contribution per employee for a type of share-based payment arrangement that existed at any time during the period.
EquitySettledPlanMember,0001193125-18-099445,1,1,member,,,Equity-settled plan [Member],This member represents equity settled plan.
ExpectedDividendShareOptionsReportingDate,0001193125-18-099445,1,0,monetary,I,,"Expected dividend, share options, reporting date",The amount of an expected dividend used to calculate the fair value of share options.
ExpectedVolatilityShareOptions,0001193125-18-099445,1,0,percent,I,,"Expected volatility, share options",The expected volatility of the share price used to calculate the fair value of the share options on the reporting date.
FairValueOfNonhedgeDerivatives,0001193125-18-099445,1,0,monetary,D,D,Fair Value Of Nonhedge Derivatives,Fair value of non hedge derivatives.
FeesRelatedToCreditFacilities,0001193125-18-099445,1,0,monetary,D,D,Interest Expense On Other Financial Liabilities,The amount of fees on the revolving credit facility and lines of credit.
FinancialliabilitiesothercategorymemberMember,0001193125-18-099445,1,1,member,,,Financial Liabilities Other Category [Member],This member stands for other category of financial liabilities category.
ForeignCurrencyContractsMember,0001193125-18-099445,1,1,member,,,Foreign currency contracts [Member],This member stands for foreign currency contracts.
ForeignExchagneGainLossOnFinancialInstruments,0001193125-18-099445,1,0,monetary,D,C,Foreign Exchange Gain Loss On Financial Instruments,
FuelServiceMember,0001193125-18-099445,1,1,member,,,Fuel Service [Member],Fuel Service operating segment.
FuelServicesMember,0001193125-18-099445,1,1,member,,,Fuel Services [Member],Fuel service segement.
GainLossFromChangesInInvestmentAccountingMethod,0001193125-18-099445,1,0,monetary,D,C,Gain on change in investment accounting,Gain or loss from changes in accounting method of an investment from equity to cost method. Ref IAS 28
GainLossOnSaleOfInterestInJointVenture,0001193125-18-099445,1,0,monetary,D,C,Gain Loss On Sale Of Interest In Joint Venture,The amount represents gain or loss realized in profit and loss related to sale of interst in a joint venture.
GainLossRelatedActuarialChangesFromAssumptionsAndAdjustments,0001193125-18-099445,1,0,monetary,D,D,Gain Loss Related Actuarial Changes From Assumptions And Adjustments,"Actuarial losses and (gains) from changes in demographic, financial assumptions and experience adjustments related to net defined benefit liability or assets."
GlobalEquitySecuritiesMember,0001193125-18-099445,1,1,member,,,Global Equity Securities [member],This member stands for Global equity securities.
GrossLettersOfCreditCommittments,0001193125-18-099445,1,0,monetary,I,C,Gross Letters Of Credit Committments,Gross amount of letters of credit commitments.
GrossUnsecuredRevolvingCreditFacilityAvailable,0001193125-18-099445,1,0,monetary,I,C,Gross Unsecured Revolving Credit Facility Available,Gross amount of unsecured credit loan facility available.
ImpairmentLossRecognisedInProfitOrLossNoncurrentReceivables,0001193125-18-099445,1,0,monetary,D,D,"Impairment loss recognised in profit or loss, noncurrent receivables","Impairment loss recognised in profit or loss, related to write off of noncurrent receivables."
IncomeTaxAuthorityAxis,0001193125-18-099445,1,1,axis,,,Income Tax Authority [axis],Information by tax jurisdiction.
IncomeTaxAuthorityMemberDomain,0001193125-18-099445,1,1,member,,,Income Tax Authority [member],"Agency, division or body classification that levies income taxes, examines tax returns for compliance, or grants exemptions from or makes other decisions pertaining to income taxes."
IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-18-099445,1,0,monetary,D,D,Increase Decrease Due To Change In Reclamation Provision Property Plant And Equipment,"The increase (decrease) in property, plant and equipment resulting from change in reclamation provision."
IncreaseDecreaseInTaxEffectTransferPricing,0001193125-18-099445,1,0,monetary,D,D,Change in tax provision related to transfer pricing,The amount representing the difference between the tax expense (income) and the product of the accounting profit multiplied by the applicable tax rate(s) that relates to Transfer Pricing.
IncreaseDecreaseInTaxesAbstract,0001193125-18-099445,1,1,,,,Increase Decrease In Taxes Abstract,
IncreaseDecreaseThroughSharebasedPaymentRestrictedAndPerformanceShares,0001193125-18-099445,1,0,monetary,D,C,Increase Decrease Through Share-based Payment Restricted And Performance Shares,The increase (decrease) in equity resulting from share-based payment restricted and performance share units.
InkaiMember,0001193125-18-099445,1,1,member,,,Inkai [Member],"Inkai, joint operation."
IntellectualPropertyMember,0001193125-18-099445,1,1,member,,,Intellectual Property [member],This member stands for intellectual property.
InterestPayableMember,0001193125-18-099445,1,1,member,,,Interest payable [Member],This member stands for interest payable.
InvestementTaxCreditReceivableRelatedToResearchAndDevelopment,0001193125-18-099445,1,0,monetary,I,D,Investement Tax Credit Receivable Related To Research And Development,Investment tax credit receivable related to research and development.
JointOperationsProportionateInterestInNetAssetsTableTextBlock,0001193125-18-099445,1,0,textBlock,D,,Joint operations proportionate interest in net assets,Disclosure of joint operations related to proportionate interest in net assets.
KeyLakeMember,0001193125-18-099445,1,1,member,,,Key Lake [Member],"Key Lake, joint operation."
KeyManagementPersonnelOfEntityOrParentNonResidentMember,0001193125-18-099445,1,1,member,,,Key Management Personnel Of Entity Or Parent Non Resident [member],"This member stands for Non resident having authority and responsibility for planning, directing and controlling the activities of the entity, directly or indirectly, including any director (whether executive or otherwise) of that entity."
KeyManagementPersonnelOfEntityOrParentResidentMember,0001193125-18-099445,1,1,member,,,"This member stands for Canadian resident having authority and responsibility for planning, directing and controlling the activities of the entity, directly or indirectly, including any director (whether executive or otherwise) of that entity.",Key Management Personnel Of Entity Or Parent Resident [member]
KintyreMember,0001193125-18-099445,1,1,member,,,Kintyre [Member],Kintyre operating segment.
LetterOfCreditFacilitiesMember,0001193125-18-099445,1,1,member,,,Letter of credit facilities [Member],"This member stands for, Letter of credit facilities."
LettersOfCreditOustanding,0001193125-18-099445,1,0,monetary,I,C,Letters of credit oustanding,Letters of credit amount outstanding at a given period.
LiabilitiesArisingFromFinancingActivities,0001193125-18-099445,1,0,monetary,I,C,Liabilities arising from financing activities,"The amount of liabilities for which cash flows were, or future cash flows will be, classified in the statement of cash flows as cash flows from financing activities. [Refer: Cash flows from (used in) financing activities; Liabilities]"
LiabilitiesArisingFromFinancingActivitiesAxis,0001193125-18-099445,1,1,axis,,,Liabilities arising from financing activities [axis],
LiabilitiesArisingFromFinancingActivitiesMemberDomain,0001193125-18-099445,1,1,member,,,Liabilities arising from financing activities [member],
LongtermBorrowingsMember,0001193125-18-099445,1,1,member,,,Long-term borrowings [member],
LongtermBorrowingsNetOfCashAndCashEquivalent,0001193125-18-099445,1,0,monetary,I,C,Longterm Borrowings Net Of Cash And Cash Equivalent,The amount of long term borrowings less total cash. [Custom]
LongtermDebtMember,0001193125-18-099445,1,1,member,,,Long-Term Debt [Member],This member stands for long term debt.
LongTermReceivablesInvestmentsAndOther,0001193125-18-099445,1,0,monetary,I,D,"Long-term receivables, investments and other","The amount of noncurrent receivables, investments and other."
LongTermReceivablesInvestmentsAndOtherMember,0001193125-18-099445,1,1,member,,,"Long-term receivables, investments and other [Member]","This member stands for Long-term receivables, investments and other classification on financial position."
LongTermReceivablesInvestmentsOtherMember,0001193125-18-099445,1,1,member,,,"Long-Term Receivables, Investments and Other [Member]","This member stands for, Long-term receivables, investments and other."
MaximumAmountOfLettersOfCreditAvailableUnderCreditFacility,0001193125-18-099445,1,0,monetary,I,C,Maximum Amount Of Letters Of Credit Available Under Credit Facility,Maximum amount of letters of credit available under the credit facility.
MaximumBorrowingCapacity,0001193125-18-099445,1,0,monetary,I,C,Maximum borrowing capacity,The maximum amount of borrowings that can be drawn from the facilities.
MaximumUnsecuredRevolvingCreditFacilityAvailable,0001193125-18-099445,1,0,monetary,I,C,Maximum Unsecured Revolving Credit Facility Available,Maximum amount of revolving credit facility available under the commitment.
McArthurRiverKeyLakeOperationsMember,0001193125-18-099445,1,1,member,,,"McArthur River, Key Lake operations [Member]","McArthur River, Key Lake operations, cash generating unit of the entity."
McarthurRiverMember,0001193125-18-099445,1,1,member,,,McArthur River [Member],"McArthur River, joint operation"
MinimumIncrementAmountOfCreditFacility,0001193125-18-099445,1,0,monetary,I,C,Minimum Increment Amount Of Credit Facility,Minimum amount of increment that is allowed under the credit facility.
MiscellaneousOtherIncomeExpense,0001193125-18-099445,1,0,monetary,D,C,Miscellaneous Other Income Expense,The amount of operating income that the entity does not separately disclose in the same statement or note.
NetDebtAndEquity,0001193125-18-099445,1,0,monetary,I,C,Net Debt And Equity,Addition of long term debt net of cash and equity.
NetFinancialAssetsLiabilies,0001193125-18-099445,1,0,monetary,I,D,Net Financial Assets Liabilies,
NetFinancialInstruments,0001193125-18-099445,1,0,monetary,I,C,Net financial instruments,Financial instruments contracts net of non current borrowings.
NetForeignCurrencyDerivativesMember,0001193125-18-099445,1,1,member,,,Net foreign currency derivatives [Member],"This member stands for, Net foreign currency derivatives."
NonCashChangesArisingFromFinancingActivities,0001193125-18-099445,1,0,monetary,D,D,Non-cash changes arising from financing activities,The amount of total non-cash changes arising from financing activities.
NonCashChangesFinancingActivitiesAbstract,0001193125-18-099445,1,1,,,,Non-cash changes financing activities [abstract],
NonDeductibleCapitalAmountsTaxEffectsForReconciliationBetweenAccountingProfitAndTaxExpenseIncome,0001193125-18-099445,1,0,monetary,D,D,Non Deductible Capital Amounts Tax Effects For Reconciliation Between Accounting Profit And Tax Expense Income,The amount representing the difference between the tax expense (income) and the product of the accounting profit multiplied by the applicable tax rate(s) that relates to NonDeductibleCapitalAmounts.
NukemcguMember,0001193125-18-099445,1,1,member,,,NukemCgu [Member],Nukem cash generating unit
NukemIncMember,0001193125-18-099445,1,1,member,,,"NUKEM, Inc. [member]","NUKEM, Inc."
NukemInvestmentsGmbhMember,0001193125-18-099445,1,1,member,,,NUKEM Investments GmbH [member],NUKEM Investments GmbH.
NukemMember,0001193125-18-099445,1,1,member,,,NUKEM [Member],This member represents NUKEM segment.
NumberAndWeightedAverageExercisePricesOfShareOptionsAbstract,0001193125-18-099445,1,1,,,,Number And Weighted Average Exercise Prices Of Share Options [Abstract],
OtherBenefitPlansMember,0001193125-18-099445,1,1,member,,,Other Benefit Plans [Member],This member stands for other post retirement benefit plans.
OtherDerivativeLiabilitiesMember,0001193125-18-099445,1,1,member,,,Other Derivative Liabilities [Member],This member stands for other derivative liabilities.
OtherIncomeNonCashItems,0001193125-18-099445,1,0,monetary,D,C,Other Income Non Cash Items,Other income inlcuding adjustments for non cash items.
OtherLiabilitiesMember,0001193125-18-099445,1,1,member,,,Other liabilities [Member],This member stands for other liabilities classification on financial position.
OtherPermanentDifferencesTaxEffectsForReconciliationBetweenAccountingProfitAndTaxExpenseIncome,0001193125-18-099445,1,0,monetary,D,D,Other Permanent Differences Tax Effects For Reconciliation Between Accounting Profit And Tax Expense Income,The amount representing the difference between the tax expense (income) and the product of the accounting profit multiplied by the applicable tax rate(s) that relates to OtherPermanentDifferences.
OtherSegmentMember,0001193125-18-099445,1,1,member,,,Other Segment [Member],Other operating segment.
PaymentsInRespectOfSettlementNetDefinedBenefitLiabilityAsset,0001193125-18-099445,1,0,monetary,D,D,Payments In Respect Of Settlement Net Defined Benefit Liability Asset,"The decrease (increase) in the net defined benefit liability (asset) resulting from payments from the plan in respect of settlements. [Refer: Gains (losses) arising from settlements, net defined benefit liability (asset); Net defined benefit liability (asset); Defined benefit plans [member]]"
PercentageIncreaseDecreaseCurrencyRate,0001193125-18-099445,1,0,percent,D,,Percentage increase or decrease in the currency,Percentage change in currency rate.
PercentageIncreaseDecreaseInCommodityPrices,0001193125-18-099445,1,0,percent,D,,Percentage increase (decrease) in commodity price,Percentage increase (decrease) in commodity prices.
PercentageIncreaseDecreaseInterestRate,0001193125-18-099445,1,0,percent,D,,Percentage increase or decrease in the interest rate,Percentage change in interest rate.
PercentageOfInterestInAdvancesReceivable,0001193125-18-099445,1,0,percent,D,,Percentage of interest in advances receivable,Percentage of interest in advance receivable.
PercentageOfRelatedPartyAmountsReceivable,0001193125-18-099445,1,0,percent,I,,Percentage of related party amounts receivable,Percentage of related party amounts receivable by the entity.
PercentageOfTaxesAndInterestCharges,0001193125-18-099445,1,0,percent,I,,Percentage of taxes and interest charges,Percentage of cash taxes and related interest required to remit while in dispute.
PercentageOfTotalFairValueOfAssets,0001193125-18-099445,1,0,percent,I,,Percentage Of Total Fair Value Of Assets,Percentage of the total fair value of assets in the pension plans for each asset category.
PercentageOwnershipInOrdinarySharesOfComapny,0001193125-18-099445,1,0,percent,I,,Percentage Ownership In Ordinary Shares Of Comapny,
PerformanceShareUnitPlanMember,0001193125-18-099445,1,1,member,,,Performance Share Unit Plan [member],Performance share unit plan.
PhantomStockOptionPlanMember,0001193125-18-099445,1,1,member,,,Phantom Stock Option Plan [member],Phantom stock option plan.
PowerResourcesIncMember,0001193125-18-099445,1,1,member,,,"Power Resources, Inc. [member]","Power Resources, Inc."
PreCommericalProductionRevenue,0001193125-18-099445,1,0,monetary,D,C,Pre-commerical production revenue,"The amount of revenue which is arises from selling pre-commerical production inventory, during the period of testing of the mine plant and equipment and the mine is yet to be transferred to operations."
PriceRange16Dollars38CentsTo21Dollars57CentsMember,0001193125-18-099445,1,1,member,,,Price Range 14 Dollars 70 Cents To 20 Dollars 22 Cents [member],Price range of option price $14.70 to $20.22
PriceRange21Dollars58CentsTo54Dollars38CentsMember,0001193125-18-099445,1,1,member,,,Price Range 20 Dollars 23 Cents To 39 Dollars 53 Cents [member],Price range of option price $20.23 to $39.53
ProportionOfOutstandingDebtWithFixedRate,0001193125-18-099445,1,0,percent,D,,Proportion of outstanding debt that carries fixed rate,Proportion of outstanding debt with fixed rate.
QuotedMarktYields,0001193125-18-099445,1,0,percent,D,,Quoted market yields,Quoted market yields.
RabbitLakeMemberMember,0001193125-18-099445,1,1,member,,,Rabbit Lake [Member],Rabbit Lake segement.
RatioOfDebtToTangibleNetWorth,0001193125-18-099445,1,0,pure,I,,Ratio Of Debt To Tangible Net Worth,Debt to tangbile net worth ratio.
ReceivablesFromTaxesAuthorities,0001193125-18-099445,1,0,monetary,I,D,Receivables from tax authorities,"Expected recovery from CRA, related to cash taxes, interest, and penalties."
ReceivablesInvestmentsAndOther,0001193125-18-099445,1,0,monetary,I,D,Receivables Investments And Other,"The amount of receivables, investments and other items."
RestrictedShareUnitPlanMember,0001193125-18-099445,1,1,member,,,Restricted Share Unit Plan [member],Restricted share unit plan.
Revolvingcreditfacilitiesabstract,0001193125-18-099445,1,1,,,,Revolving Credit Facilities [Abstract],
RiskFreeInterestRateShareOptionsOustanding,0001193125-18-099445,1,0,percent,I,,"Risk free interest rate, share options oustanding","The implied yield currently available on zero-coupon government issues of the country in whose currency the exercise price for share options outstanding expressed, with a remaining term equal to the expected term of the option being valued (based on the option's remaining contractual life and taking into account the effects of expected early exercise)."
SeriesDMember,0001193125-18-099445,1,1,member,,,Series D [Member],Series D - unsecured debanture.
SeriesDSeniorUnsecuredDebentureMember,0001193125-18-099445,1,1,member,,,Series D senior unsecured debenture [member],Series D senior unsecured debenture.
SeriesEMember,0001193125-18-099445,1,1,member,,,Series E [Member],Series E - unsecured debanture.
SeriesFMember,0001193125-18-099445,1,1,member,,,Series F [Member],Series F - unsecured debanture.
SeriesGMember,0001193125-18-099445,1,1,member,,,Series G [Member],Series G - unsecured debanture.
SharebasedCompTaxEffectsForReconciliationBetweenAccountingProfitAndTaxExpenseIncome,0001193125-18-099445,1,0,monetary,D,D,Sharebased Comp Tax Effects For Reconciliation Between Accounting Profit And Tax Expense Income,The amount representing the difference between the tax expense (income) and the product of the accounting profit multiplied by the applicable tax rate(s) that relates to share based compensation plans.
ShareCapitalMember,0001193125-18-099445,1,1,member,,,Share capital [Member],This member stands for share capital related liabilities.
SharePurchaseOptionsMember,0001193125-18-099445,1,1,member,,,Share purchase options [Member],This member stands for share purchase derivative contracts derivatives.
StatementsOfDetailedInformationOfCashFlowTableTextBlock,0001193125-18-099445,1,0,textBlock,D,,Statements of detailed information of cash flow,Disclosure of detailed breakdown of cash flow information.
