adsh,report,rfile,menucat,shortname,longname,roleuri,parentroleuri,parentreport,ultparentrpt
0001193125-18-099445,18,H,N,Long-term debt,011301 - Disclosure - Long-term debt,http://www.cameco.com/role/LongtermDebt,,,18.0
0001193125-18-099445,19,H,N,Other liabilities,011401 - Disclosure - Other liabilities,http://www.cameco.com/role/OtherLiabilities,,,19.0
0001193125-18-099445,20,H,N,Provisions,011501 - Disclosure - Provisions,http://www.cameco.com/role/Provisions,,,20.0
0001193125-18-099445,21,H,N,Share capital,011601 - Disclosure - Share capital,http://www.cameco.com/role/ShareCapital,,,21.0
0001193125-18-099445,22,H,N,Employee benefit expense,011701 - Disclosure - Employee benefit expense,http://www.cameco.com/role/EmployeeBenefitExpense,,,22.0
0001193125-18-099445,23,H,N,Finance costs,011801 - Disclosure - Finance costs,http://www.cameco.com/role/FinanceCosts,,,23.0
0001193125-18-099445,24,H,N,Other income (expense),011901 - Disclosure - Other income (expense),http://www.cameco.com/role/OtherIncomeexpense,,,24.0
0001193125-18-099445,25,H,N,Income taxes,012001 - Disclosure - Income taxes,http://www.cameco.com/role/IncomeTaxes,,,25.0
0001193125-18-099445,26,H,N,Per share amounts,012101 - Disclosure - Per share amounts,http://www.cameco.com/role/PerShareAmounts,,,26.0
0001193125-18-099445,27,H,N,Statements of cash flows,012201 - Disclosure - Statements of cash flows,http://www.cameco.com/role/StatementsOfCashFlows,,,27.0
0001193125-18-099445,28,H,N,Share-based compensation plans,012301 - Disclosure - Share-based compensation plans,http://www.cameco.com/role/SharebasedCompensationPlans,,,28.0
0001193125-18-099445,29,H,N,Pension and other post-retirement benefits,012401 - Disclosure - Pension and other post-retirement benefits,http://www.cameco.com/role/PensionAndOtherPostretirementBenefits,,,29.0
0001193125-18-099445,30,H,N,Financial instruments and related risk management,012501 - Disclosure - Financial instruments and related risk management,http://www.cameco.com/role/FinancialInstrumentsAndRelatedRiskManagement,,,30.0
0001193125-18-099445,31,H,N,Capital management,012601 - Disclosure - Capital management,http://www.cameco.com/role/CapitalManagement,,,31.0
0001193125-18-099445,32,H,N,Segmented information,012701 - Disclosure - Segmented information,http://www.cameco.com/role/SegmentedInformation,,,32.0
0001193125-18-099445,33,H,N,Group entities,012801 - Disclosure - Group entities,http://www.cameco.com/role/GroupEntities,,,33.0
0001193125-18-099445,34,H,N,Joint operations,012901 - Disclosure - Joint operations,http://www.cameco.com/role/JointOperations,,,34.0
0001193125-18-099445,35,H,N,Related parties,013001 - Disclosure - Related parties,http://www.cameco.com/role/RelatedParties,,,35.0
0001193125-18-099445,36,H,N,Subsequent Event,013101 - Disclosure - Subsequent Event,http://www.cameco.com/role/SubsequentEvent,,,36.0
0001193125-18-099445,37,H,P,Summary of Significant Accounting (Policies),020202 - Disclosure - Summary of Significant Accounting (Policies),http://www.cameco.com/role/SummaryOfSignificantAccountingPolicies,http://www.cameco.com/role/SummaryOfSignificantAccounting,8.0,8.0
0001193125-18-099445,38,H,T,Summary of Significant Accounting (Table),030201 - Disclosure - Summary of Significant Accounting (Table),http://www.cameco.com/role/SummaryOfSignificantAccountingTable,http://www.cameco.com/role/SummaryOfSignificantAccounting,8.0,8.0
0001193125-18-099445,39,H,T,Accounts receivable (Tables),030601 - Disclosure - Accounts receivable (Tables),http://www.cameco.com/role/AccountsReceivableTables,http://www.cameco.com/role/AccountsReceivable,12.0,12.0
0001193125-18-099445,40,H,T,Inventories (Tables),030701 - Disclosure - Inventories (Tables),http://www.cameco.com/role/InventoriesTables,http://www.cameco.com/role/Inventories,13.0,13.0
0001193125-18-099445,41,H,T,"Property, plant and equipment (Tables)","030801 - Disclosure - Property, plant and equipment (Tables)",http://www.cameco.com/role/PropertyPlantAndEquipmentTables,http://www.cameco.com/role/PropertyPlantAndEquipment,14.0,14.0
0001193125-18-099445,42,H,T,Goodwill and intangible assets (Tables),030901 - Disclosure - Goodwill and intangible assets (Tables),http://www.cameco.com/role/GoodwillAndIntangibleAssetsTables,http://www.cameco.com/role/GoodwillAndIntangibleAssets,15.0,15.0
0001193125-18-099445,43,H,T,"Long-term receivables, investments and other (Tables)","031001 - Disclosure - Long-term receivables, investments and other (Tables)",http://www.cameco.com/role/LongtermReceivablesInvestmentsAndOtherTables,http://www.cameco.com/role/LongtermReceivablesInvestmentsAndOther,16.0,16.0
0001193125-18-099445,44,H,T,Accounts payable and accrued liabilities (Tables),031101 - Disclosure - Accounts payable and accrued liabilities (Tables),http://www.cameco.com/role/AccountsPayableAndAccruedLiabilitiesTables,http://www.cameco.com/role/AccountsPayableAndAccruedLiabilities,17.0,17.0
0001193125-18-099445,45,H,T,Long-term debt (Tables),031301 - Disclosure - Long-term debt (Tables),http://www.cameco.com/role/LongtermDebtTables,http://www.cameco.com/role/LongtermDebt,18.0,18.0
0001193125-18-099445,46,H,T,Other liabilities (Tables),031401 - Disclosure - Other liabilities (Tables),http://www.cameco.com/role/OtherLiabilitiesTables,http://www.cameco.com/role/OtherLiabilities,19.0,19.0
0001193125-18-099445,47,H,T,Provisions (Tables),031501 - Disclosure - Provisions (Tables),http://www.cameco.com/role/ProvisionsTables,http://www.cameco.com/role/Provisions,20.0,20.0
0001193125-18-099445,48,H,T,Share capital (Tables),031601 - Disclosure - Share capital (Tables),http://www.cameco.com/role/ShareCapitalTables,http://www.cameco.com/role/ShareCapital,21.0,21.0
0001193125-18-099445,49,H,T,Employee benefit expense (Tables),031701 - Disclosure - Employee benefit expense (Tables),http://www.cameco.com/role/EmployeeBenefitExpenseTables,http://www.cameco.com/role/EmployeeBenefitExpense,22.0,22.0
0001193125-18-099445,50,H,T,Finance costs (Tables),031801 - Disclosure - Finance costs (Tables),http://www.cameco.com/role/FinanceCostsTables,http://www.cameco.com/role/FinanceCosts,23.0,23.0
0001193125-18-099445,51,H,T,Other income (expense) (Tables),031901 - Disclosure - Other income (expense) (Tables),http://www.cameco.com/role/OtherIncomeexpenseTables,http://www.cameco.com/role/OtherIncomeexpense,24.0,24.0
0001193125-18-099445,52,H,T,Income taxes (Tables),032001 - Disclosure - Income taxes (Tables),http://www.cameco.com/role/IncomeTaxesTables,http://www.cameco.com/role/IncomeTaxes,25.0,25.0
0001193125-18-099445,53,H,T,Per share amounts (Tables),032101 - Disclosure - Per share amounts (Tables),http://www.cameco.com/role/PerShareAmountsTables,http://www.cameco.com/role/PerShareAmounts,26.0,26.0
0001193125-18-099445,54,H,T,Statements of cash flows (Tables),032201 - Disclosure - Statements of cash flows (Tables),http://www.cameco.com/role/StatementsOfCashFlowsTables,http://www.cameco.com/role/StatementsOfCashFlows,27.0,27.0
0001193125-18-099445,55,H,T,Share-based compensation plans (Tables),032301 - Disclosure - Share-based compensation plans (Tables),http://www.cameco.com/role/SharebasedCompensationPlansTables,http://www.cameco.com/role/SharebasedCompensationPlans,28.0,28.0
0001193125-18-099445,56,H,T,Pension and other post-retirement benefits (Tables),032401 - Disclosure - Pension and other post-retirement benefits (Tables),http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsTables,http://www.cameco.com/role/PensionAndOtherPostretirementBenefits,29.0,29.0
0001193125-18-099445,57,H,T,Financial instruments and related risk management (Tables),032501 - Disclosure - Financial instruments and related risk management (Tables),http://www.cameco.com/role/FinancialInstrumentsAndRelatedRiskManagementTables,http://www.cameco.com/role/FinancialInstrumentsAndRelatedRiskManagement,30.0,30.0
0001193125-18-099445,58,H,T,Capital management (Tables),032601 - Disclosure - Capital management (Tables),http://www.cameco.com/role/CapitalManagementTables,http://www.cameco.com/role/CapitalManagement,31.0,31.0
0001193125-18-099445,59,H,T,Segmented information (Tables),032701 - Disclosure - Segmented information (Tables),http://www.cameco.com/role/SegmentedInformationTables,http://www.cameco.com/role/SegmentedInformation,32.0,32.0
0001193125-18-099445,60,H,T,Group entities (Tables),032801 - Disclosure - Group entities (Tables),http://www.cameco.com/role/GroupEntitiesTables,http://www.cameco.com/role/GroupEntities,33.0,33.0
0001193125-18-099445,61,H,T,Joint operations (Tables),032901 - Disclosure - Joint operations (Tables),http://www.cameco.com/role/JointOperationsTables,http://www.cameco.com/role/JointOperations,34.0,34.0
0001193125-18-099445,62,H,T,Related parties (Tables),033001 - Disclosure - Related parties (Tables),http://www.cameco.com/role/RelatedPartiesTables,http://www.cameco.com/role/RelatedParties,35.0,35.0
0001193125-18-099445,63,H,D,Accounts Receivable (Details),040601 - Disclosure - Accounts Receivable (Details),http://www.cameco.com/role/AccountsReceivableDetails,,,
0001193125-18-099445,64,H,D,Inventories (Details),040701 - Disclosure - Inventories (Details),http://www.cameco.com/role/InventoriesDetails,http://www.cameco.com/role/InventoriesTables,40.0,13.0
0001193125-18-099445,65,H,D,"Property, plant and equipment (Details)","040801 - Disclosure - Property, plant and equipment (Details)",http://www.cameco.com/role/PropertyPlantAndEquipmentDetails,http://www.cameco.com/role/PropertyPlantAndEquipmentTables,41.0,14.0
0001193125-18-099445,66,H,D,Goodwill and intangible assets (Details),040901 - Disclosure - Goodwill and intangible assets (Details),http://www.cameco.com/role/GoodwillAndIntangibleAssetsDetails,http://www.cameco.com/role/GoodwillAndIntangibleAssetsTables,42.0,15.0
0001193125-18-099445,67,H,D,"Long-term receivables, investments and other (Details)","041001 - Disclosure - Long-term receivables, investments and other (Details)",http://www.cameco.com/role/LongtermReceivablesInvestmentsAndOtherDetails,http://www.cameco.com/role/LongtermReceivablesInvestmentsAndOtherTables,43.0,16.0
0001193125-18-099445,68,H,D,Accounts payable and accrued liabilities (Details),041101 - Disclosure - Accounts payable and accrued liabilities (Details),http://www.cameco.com/role/AccountsPayableAndAccruedLiabilitiesDetails,http://www.cameco.com/role/AccountsPayableAndAccruedLiabilitiesTables,44.0,17.0
0001193125-18-099445,69,H,D,Long term debt,041301 - Disclosure - Long term debt - Schedules (Details),http://www.cameco.com/role/LongTermDebtSchedulesDetails,,,
0001193125-18-099445,70,H,D,Long term debt,041302 - Disclosure - Long term debt - Schedules (Narrative) (Details),http://www.cameco.com/role/LongTermDebtSchedulesNarrativeDetails,,,
0001193125-18-099445,71,H,D,Other liabilities (Details),041401 - Disclosure - Other liabilities (Details),http://www.cameco.com/role/OtherLiabilitiesDetails,http://www.cameco.com/role/OtherLiabilitiesTables,46.0,19.0
0001193125-18-099445,72,H,D,Other liabilities (Narrative) (Details),041402 - Disclosure - Other liabilities (Narrative) (Details),http://www.cameco.com/role/OtherLiabilitiesNarrativeDetails,http://www.cameco.com/role/OtherLiabilitiesTables,46.0,19.0
0001193125-18-099445,73,H,D,Provisions (Details),041501 - Disclosure - Provisions (Details),http://www.cameco.com/role/ProvisionsDetails,http://www.cameco.com/role/ProvisionsTables,47.0,20.0
0001193125-18-099445,74,H,D,Share Capital (Details),041601 - Disclosure - Share Capital (Details),http://www.cameco.com/role/ShareCapitalDetails,,,
0001193125-18-099445,75,H,D,Employee benefit expense (Details),041701 - Disclosure - Employee benefit expense (Details),http://www.cameco.com/role/EmployeeBenefitExpenseDetails,http://www.cameco.com/role/EmployeeBenefitExpenseTables,49.0,22.0
0001193125-18-099445,76,H,D,Finance cost (Details),041801 - Disclosure - Finance cost (Details),http://www.cameco.com/role/FinanceCostDetails,http://www.cameco.com/role/FinanceCostsTables,50.0,23.0
0001193125-18-099445,77,H,D,Other income (expense) (Details),041901 - Disclosure - Other income (expense) (Details),http://www.cameco.com/role/OtherIncomeexpenseDetails,http://www.cameco.com/role/OtherIncomeexpenseTables,51.0,24.0
0001193125-18-099445,78,H,D,Income Taxes,042001 - Disclosure - Income Taxes - Significant components of deferred tax assets and liabilities (Details),http://www.cameco.com/role/IncomeTaxesSignificantComponentsOfDeferredTaxAssetsAndLiabilitiesDetails,,,
0001193125-18-099445,79,H,D,Income Taxes,042002 - Disclosure - Income Taxes - Movement in net deferred tax assets and liabilities (Details),http://www.cameco.com/role/IncomeTaxesMovementInNetDeferredTaxAssetsAndLiabilitiesDetails,,,
0001193125-18-099445,80,H,D,Income Taxes,042003 - Disclosure - Income Taxes - Significant components of unrecognized deferred tax assets(Details),http://www.cameco.com/role/IncomeTaxesSignificantComponentsOfUnrecognizedDeferredTaxAssetsDetails,,,
0001193125-18-099445,81,H,D,Income Taxes,042004 - Disclosure - Income Taxes - Tax rate reconciliation (Details),http://www.cameco.com/role/IncomeTaxesTaxRateReconciliationDetails,,,
0001193125-18-099445,82,H,D,Income Taxes,042005 - Disclosure - Income Taxes - Earnings and income taxes by jurisdiction (Details),http://www.cameco.com/role/IncomeTaxesEarningsAndIncomeTaxesByJurisdictionDetails,,,
0001193125-18-099445,83,H,D,Income Taxes,042006 - Disclosure - Income Taxes - Income tax losses carried forward (Details),http://www.cameco.com/role/IncomeTaxesIncomeTaxLossesCarriedForwardDetails,,,
0001193125-18-099445,84,H,D,Income Taxes,042007 - Disclosure - Income Taxes - Narratives (Details),http://www.cameco.com/role/IncomeTaxesNarrativesDetails,,,
0001193125-18-099445,85,H,D,Per share amounts (Details),042101 - Disclosure - Per share amounts (Details),http://www.cameco.com/role/PerShareAmountsDetails,http://www.cameco.com/role/PerShareAmountsTables,53.0,26.0
0001193125-18-099445,86,H,D,Supplemental cash flow information (Details),042201 - Disclosure - Supplemental cash flow information (Details),http://www.cameco.com/role/SupplementalCashFlowInformationDetails,,,
0001193125-18-099445,87,H,D,Supplemental cash flow information,042202 - Disclosure - Supplemental cash flow information - Financing activities (Details),http://www.cameco.com/role/SupplementalCashFlowInformationFinancingActivitiesDetails,,,
0001193125-18-099445,88,H,D,Share-based complesation plans,042301 - Disclosure - Share-based complesation plans - Share options number and weighted average price (Details),http://www.cameco.com/role/SharebasedComplesationPlansShareOptionsNumberAndWeightedAveragePriceDetails,,,
0001193125-18-099445,89,H,D,Share-based compensation plans,042303 - Disclosure - Share-based compensation plans - equity-settled and cash-settled (Details),http://www.cameco.com/role/SharebasedCompensationPlansEquitysettledAndCashsettledDetails,,,
0001193125-18-099445,90,H,D,Share-based compensation plans,042304 - Disclosure - Share-based compensation plans - Inputs used in the measurement (Details),http://www.cameco.com/role/SharebasedCompensationPlansInputsUsedInTheMeasurementDetails,,,
0001193125-18-099445,91,H,D,Share-based compensation plans,042305 - Disclosure - Share-based compensation plans - Narrative (Details),http://www.cameco.com/role/SharebasedCompensationPlansNarrativeDetails,,,
0001193125-18-099445,92,H,D,Pension and other post-retirement benefits,042401 - Disclosure - Pension and other post-retirement benefits - Defined benefit plans (Details),http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsDefinedBenefitPlansDetails,,,
0001193125-18-099445,93,H,D,Pension and other post-retirement benefits,042402 - Disclosure - Pension and other post-retirement benefits - percentages of the total fair value of assets (Details),http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsPercentagesOfTheTotalFairValueOfAssetsDetails,,,
0001193125-18-099445,94,H,D,Pension and other post-retirement benefits,042403 - Disclosure - Pension and other post-retirement benefits - components of net pension and other benefit expense (Details),http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsComponentsOfNetPensionAndOtherBenefitExpenseDetails,,,
0001193125-18-099445,95,H,D,Pension and other post-retirement benefits,042404 - Disclosure - Pension and other post-retirement benefits - Assumptions and 1% change (Details),http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsAssumptionsAnd1ChangeDetails,,,
0001193125-18-099445,96,H,D,Pension and other post-retirement benefits,042405 - Disclosure - Pension and other post-retirement benefits - Narrative (Details),http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsNarrativeDetails,,,
0001193125-18-099445,97,H,D,Financial instruments,042501 - Disclosure - Financial instruments - related risk management (Details),http://www.cameco.com/role/FinancialInstrumentsRelatedRiskManagementDetails,,,
0001193125-18-099445,98,H,D,Financial instruments,042502 - Disclosure - Financial instruments - Liquidity Risk Tables (Details),http://www.cameco.com/role/FinancialInstrumentsLiquidityRiskTablesDetails,,,
0001193125-18-099445,99,H,D,Financial instruments,042503 - Disclosure - Financial instruments - Measurement of fair values (Details),http://www.cameco.com/role/FinancialInstrumentsMeasurementOfFairValuesDetails,,,
0001193125-18-099445,100,H,D,Financial instruments,042504 - Disclosure - Financial instruments - Measurement of fair values hierarchy levels (Details),http://www.cameco.com/role/FinancialInstrumentsMeasurementOfFairValuesHierarchyLevelsDetails,,,
0001193125-18-099445,101,H,D,Financial instruments,042505 - Disclosure - Financial instruments - Derivatives (Details),http://www.cameco.com/role/FinancialInstrumentsDerivativesDetails,,,
0001193125-18-099445,102,H,D,Financial instruments,042506 - Disclosure - Financial instruments - Narrative (Details),http://www.cameco.com/role/FinancialInstrumentsNarrativeDetails,,,
0001193125-18-099445,103,H,D,Capital management (Details),042601 - Disclosure - Capital management (Details),http://www.cameco.com/role/CapitalManagementDetails,http://www.cameco.com/role/CapitalManagementTables,58.0,31.0
0001193125-18-099445,104,H,D,Segmented information,042701 - Disclosure - Segmented information - Business segments (Details),http://www.cameco.com/role/SegmentedInformationBusinessSegmentsDetails,,,
0001193125-18-099445,105,H,D,Segmented information,042702 - Disclosure - Segmented information - Geographical segment (Details),http://www.cameco.com/role/SegmentedInformationGeographicalSegmentDetails,,,
0001193125-18-099445,106,H,D,Group entities (Details),042801 - Disclosure - Group entities (Details),http://www.cameco.com/role/GroupEntitiesDetails,http://www.cameco.com/role/GroupEntitiesTables,60.0,33.0
0001193125-18-099445,107,H,D,Joint operations (Details),042901 - Disclosure - Joint operations (Details),http://www.cameco.com/role/JointOperationsDetails,http://www.cameco.com/role/JointOperationsTables,61.0,34.0
0001193125-18-099445,108,H,D,Related parties (Details),043001 - Disclosure - Related parties (Details),http://www.cameco.com/role/RelatedPartiesDetails,http://www.cameco.com/role/RelatedPartiesTables,62.0,35.0
0001193125-18-099445,109,H,D,Subsequent Event (Details),043101 - Disclosure - Subsequent Event (Details),http://www.cameco.com/role/SubsequentEventDetails,http://www.cameco.com/role/SubsequentEvent,36.0,36.0
0001193125-19-092356,1,H,C,Document and Entity Information,000010 - Document - Document and Entity Information,http://www.cameco.com/role/DocumentAndEntityInformation,,,
0001193125-19-092356,2,H,S,Consolidated statements of earnings,000100 - Statement - Consolidated statements of earnings,http://www.cameco.com/role/ConsolidatedStatementsOfEarnings,,,
0001193125-19-092356,3,H,S,Consolidated statements of comprehensive income,000200 - Statement - Consolidated statements of comprehensive income,http://www.cameco.com/role/ConsolidatedStatementsOfComprehensiveIncome,,,
0001193125-19-092356,4,H,S,Consolidated statements of financial position,000300 - Statement - Consolidated statements of financial position,http://www.cameco.com/role/ConsolidatedStatementsOfFinancialPosition,,,
0001193125-19-092356,5,H,S,Consolidated statements of changes in equity,000400 - Statement - Consolidated statements of changes in equity,http://www.cameco.com/role/ConsolidatedStatementsOfChangesInEquity,,,
0001193125-19-092356,6,H,S,Consolidated statements of cash flows,000500 - Statement - Consolidated statements of cash flows,http://www.cameco.com/role/ConsolidatedStatementsOfCashFlows,,,
0001193125-19-092356,7,H,N,Cameco Corporation,010101 - Disclosure - Cameco Corporation,http://www.cameco.com/role/CamecoCorporation,,,7.0
0001193125-19-092356,8,H,N,Significant accounting policies,010201 - Disclosure - Significant accounting policies,http://www.cameco.com/role/SignificantAccountingPolicies,,,8.0
0001193125-19-092356,9,H,N,Accounting standards,010301 - Disclosure - Accounting standards,http://www.cameco.com/role/AccountingStandards,,,9.0
0001193125-19-092356,10,H,N,Determination of fair values,010401 - Disclosure - Determination of fair values,http://www.cameco.com/role/DeterminationOfFairValues,,,10.0
0001193125-19-092356,11,H,N,Use of estimates and judgments,010501 - Disclosure - Use of estimates and judgments,http://www.cameco.com/role/UseOfEstimatesAndJudgments,,,11.0
0001193125-19-092356,12,H,N,Accounts receivable,010601 - Disclosure - Accounts receivable,http://www.cameco.com/role/AccountsReceivable,,,12.0
0001193125-19-092356,13,H,N,Inventories,010701 - Disclosure - Inventories,http://www.cameco.com/role/Inventories,,,13.0
0001193125-19-092356,14,H,N,"Property, plant and equipment","010801 - Disclosure - Property, plant and equipment",http://www.cameco.com/role/PropertyPlantAndEquipment,,,14.0
0001193125-19-092356,15,H,N,Goodwill and intangible assets,010901 - Disclosure - Goodwill and intangible assets,http://www.cameco.com/role/GoodwillAndIntangibleAssets,,,15.0
0001193125-19-092356,16,H,N,"Long-term receivables, investments and other","011001 - Disclosure - Long-term receivables, investments and other",http://www.cameco.com/role/LongtermReceivablesInvestmentsAndOther,,,16.0
0001193125-19-092356,17,H,N,Equity-accounted investee,011101 - Disclosure - Equity-accounted investee,http://www.cameco.com/role/EquityaccountedInvestee,,,17.0
0001193125-19-092356,18,H,N,Accounts payable and accrued liabilities,011201 - Disclosure - Accounts payable and accrued liabilities,http://www.cameco.com/role/AccountsPayableAndAccruedLiabilities,,,18.0
0001193125-19-092356,19,H,N,Long-term debt,011301 - Disclosure - Long-term debt,http://www.cameco.com/role/LongtermDebt,,,19.0
0001193125-19-092356,20,H,N,Other liabilities,011401 - Disclosure - Other liabilities,http://www.cameco.com/role/OtherLiabilities,,,20.0
0001193125-19-092356,21,H,N,Provisions,011501 - Disclosure - Provisions,http://www.cameco.com/role/Provisions,,,21.0
0001193125-19-092356,22,H,N,Share capital,011601 - Disclosure - Share capital,http://www.cameco.com/role/ShareCapital,,,22.0
0001193125-19-092356,23,H,N,Revenue,011701 - Disclosure - Revenue,http://www.cameco.com/role/Revenue,,,23.0
0001193125-19-092356,24,H,N,Employee benefit expense,011801 - Disclosure - Employee benefit expense,http://www.cameco.com/role/EmployeeBenefitExpense,,,24.0
0001193125-19-092356,25,H,N,Finance costs,011901 - Disclosure - Finance costs,http://www.cameco.com/role/FinanceCosts,,,25.0
0001193125-19-092356,26,H,N,Other income (expense),012001 - Disclosure - Other income (expense),http://www.cameco.com/role/OtherIncomeexpense,,,26.0
0001193125-19-092356,27,H,N,Income taxes,012101 - Disclosure - Income taxes,http://www.cameco.com/role/IncomeTaxes,,,27.0
0001193125-19-092356,28,H,N,Per share amounts,012201 - Disclosure - Per share amounts,http://www.cameco.com/role/PerShareAmounts,,,28.0
0001193125-19-092356,29,H,N,Supplemental cash flow information,012301 - Disclosure - Supplemental cash flow information,http://www.cameco.com/role/SupplementalCashFlowInformation,,,29.0
0001193125-19-092356,30,H,N,Share-based compensation plans,012401 - Disclosure - Share-based compensation plans,http://www.cameco.com/role/SharebasedCompensationPlans,,,30.0
0001193125-19-092356,31,H,N,Pension and other post-retirement benefits,012501 - Disclosure - Pension and other post-retirement benefits,http://www.cameco.com/role/PensionAndOtherPostretirementBenefits,,,31.0
0001193125-19-092356,32,H,N,Financial instruments and related risk management,012601 - Disclosure - Financial instruments and related risk management,http://www.cameco.com/role/FinancialInstrumentsAndRelatedRiskManagement,,,32.0
0001193125-19-092356,33,H,N,Capital management,012701 - Disclosure - Capital management,http://www.cameco.com/role/CapitalManagement,,,33.0
0001193125-19-092356,34,H,N,Segmented information,012801 - Disclosure - Segmented information,http://www.cameco.com/role/SegmentedInformation,,,34.0
0001193125-19-092356,35,H,N,Group entities,012901 - Disclosure - Group entities,http://www.cameco.com/role/GroupEntities,,,35.0
0001193125-19-092356,36,H,N,Joint operations,013001 - Disclosure - Joint operations,http://www.cameco.com/role/JointOperations,,,36.0
0001193125-19-092356,37,H,N,Related parties,013101 - Disclosure - Related parties,http://www.cameco.com/role/RelatedParties,,,37.0
0001193125-19-092356,38,H,P,Significant accounting policies (Policies),020202 - Disclosure - Significant accounting policies (Policies),http://www.cameco.com/role/SignificantAccountingPoliciesPolicies,http://www.cameco.com/role/AccountingStandards,9.0,9.0
0001193125-19-092356,39,H,T,Significant accounting policies (Table),030201 - Disclosure - Significant accounting policies (Table),http://www.cameco.com/role/SignificantAccountingPoliciesTable,http://www.cameco.com/role/SignificantAccountingPolicies,8.0,8.0
0001193125-19-092356,40,H,T,Accounting standards (Table),030301 - Disclosure - Accounting standards (Table),http://www.cameco.com/role/AccountingStandardsTable,http://www.cameco.com/role/AccountingStandards,9.0,9.0
0001193125-19-092356,41,H,T,Accounts receivable (Tables),030601 - Disclosure - Accounts receivable (Tables),http://www.cameco.com/role/AccountsReceivableTables,http://www.cameco.com/role/AccountsReceivable,12.0,12.0
0001193125-19-092356,42,H,T,Inventories (Tables),030701 - Disclosure - Inventories (Tables),http://www.cameco.com/role/InventoriesTables,http://www.cameco.com/role/Inventories,13.0,13.0
0001193125-19-092356,43,H,T,"Property, plant and equipment (Tables)","030801 - Disclosure - Property, plant and equipment (Tables)",http://www.cameco.com/role/PropertyPlantAndEquipmentTables,http://www.cameco.com/role/PropertyPlantAndEquipment,14.0,14.0
0001193125-19-092356,44,H,T,Goodwill and intangible assets (Tables),030901 - Disclosure - Goodwill and intangible assets (Tables),http://www.cameco.com/role/GoodwillAndIntangibleAssetsTables,http://www.cameco.com/role/GoodwillAndIntangibleAssets,15.0,15.0
0001193125-19-092356,45,H,T,"Long-term receivables, investments and other (Tables)","031001 - Disclosure - Long-term receivables, investments and other (Tables)",http://www.cameco.com/role/LongtermReceivablesInvestmentsAndOtherTables,http://www.cameco.com/role/LongtermReceivablesInvestmentsAndOther,16.0,16.0
0001193125-19-092356,46,H,T,Equity-accounted investee (Tables),031101 - Disclosure - Equity-accounted investee (Tables),http://www.cameco.com/role/EquityaccountedInvesteeTables,http://www.cameco.com/role/EquityaccountedInvestee,17.0,17.0
0001193125-19-092356,47,H,T,Accounts payable and accrued liabilities (Tables),031201 - Disclosure - Accounts payable and accrued liabilities (Tables),http://www.cameco.com/role/AccountsPayableAndAccruedLiabilitiesTables,http://www.cameco.com/role/AccountsPayableAndAccruedLiabilities,18.0,18.0
0001193125-19-092356,48,H,T,Long-term debt (Tables),031301 - Disclosure - Long-term debt (Tables),http://www.cameco.com/role/LongtermDebtTables,http://www.cameco.com/role/LongtermDebt,19.0,19.0
0001193125-19-092356,49,H,T,Other liabilities (Tables),031401 - Disclosure - Other liabilities (Tables),http://www.cameco.com/role/OtherLiabilitiesTables,http://www.cameco.com/role/OtherLiabilities,20.0,20.0
0001193125-19-092356,50,H,T,Provisions (Tables),031501 - Disclosure - Provisions (Tables),http://www.cameco.com/role/ProvisionsTables,http://www.cameco.com/role/Provisions,21.0,21.0
0001193125-19-092356,51,H,T,Share capital (Tables),031601 - Disclosure - Share capital (Tables),http://www.cameco.com/role/ShareCapitalTables,http://www.cameco.com/role/ShareCapital,22.0,22.0
0001193125-19-092356,52,H,T,Revenue (Tables),031701 - Disclosure - Revenue (Tables),http://www.cameco.com/role/RevenueTables,http://www.cameco.com/role/Revenue,23.0,23.0
0001193125-19-092356,53,H,T,Employee benefit expense (Tables),031801 - Disclosure - Employee benefit expense (Tables),http://www.cameco.com/role/EmployeeBenefitExpenseTables,http://www.cameco.com/role/EmployeeBenefitExpense,24.0,24.0
0001193125-19-092356,54,H,T,Finance costs (Tables),031901 - Disclosure - Finance costs (Tables),http://www.cameco.com/role/FinanceCostsTables,http://www.cameco.com/role/FinanceCosts,25.0,25.0
0001193125-19-092356,55,H,T,Other income (expense) (Tables),032001 - Disclosure - Other income (expense) (Tables),http://www.cameco.com/role/OtherIncomeexpenseTables,http://www.cameco.com/role/OtherIncomeexpense,26.0,26.0
0001193125-19-092356,56,H,T,Income taxes (Tables),032101 - Disclosure - Income taxes (Tables),http://www.cameco.com/role/IncomeTaxesTables,http://www.cameco.com/role/IncomeTaxes,27.0,27.0
0001193125-19-092356,57,H,T,Per share amounts (Tables),032201 - Disclosure - Per share amounts (Tables),http://www.cameco.com/role/PerShareAmountsTables,http://www.cameco.com/role/PerShareAmounts,28.0,28.0
0001193125-19-092356,58,H,T,Supplemental cash flow information (Tables),032301 - Disclosure - Supplemental cash flow information (Tables),http://www.cameco.com/role/SupplementalCashFlowInformationTables,http://www.cameco.com/role/SupplementalCashFlowInformation,29.0,29.0
