adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks,pubfloatusd,floatdate,floataxis,floatmems
0001558370-16-006685,1164727,NEWMONT MINING CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,DELTA HOLDCO CORP,20020109.0,1-LAF,0,1231.0,10-Q,20160630.0,2016.0,Q2,20160720,2016-07-20 17:07:00.0,0,1,nem-20160630.xml,1,,,,,
0001558370-16-008756,1164727,NEWMONT MINING CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,DELTA HOLDCO CORP,20020109.0,1-LAF,0,1231.0,10-Q,20160930.0,2016.0,Q3,20161026,2016-10-26 17:14:00.0,0,1,nem-20160930.xml,1,,,,,
0001558370-17-000729,1164727,NEWMONT MINING CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,DELTA HOLDCO CORP,20020109.0,1-LAF,1,1231.0,10-K,20161231.0,2016.0,FY,20170221,2017-02-21 17:30:00.0,0,1,nem-20161231.xml,1,,20723861504.0,20160630.0,,
0001558370-17-002832,1164727,NEWMONT MINING CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,DELTA HOLDCO CORP,20020109.0,1-LAF,0,1231.0,10-Q,20170331.0,2017.0,Q1,20170424,2017-04-24 16:52:00.0,0,1,nem-20170331.xml,1,,,,,
0001558370-17-005290,1164727,NEWMONT MINING CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,DELTA HOLDCO CORP,20020109.0,1-LAF,0,1231.0,10-Q,20170630.0,2017.0,Q2,20170725,2017-07-25 08:17:00.0,0,1,nem-20170630.xml,1,,,,,
0001558370-17-007562,1164727,NEWMONT MINING CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,DELTA HOLDCO CORP,20020109.0,1-LAF,0,1231.0,10-Q,20170930.0,2017.0,Q3,20171026,2017-10-26 07:32:00.0,0,1,nem-20170930.xml,1,,,,,
0001193125-18-047541,756894,BARRICK GOLD CORP,1040.0,CA,ON,TORONTO ONTARIO CANA,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",161 BAY STREET SUITE 3700,4163077470,CA,ON,ONTARIO M5J2S1,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",P O BOX 212 TORONTO,,,0.0,BARRICK RESOURCES CORP,19860109.0,,0,1231.0,6-K,20171231.0,2017.0,FY,20180216,2018-02-15 19:32:00.0,0,1,abx-20171231.xml,1,,,,,
0001558370-18-000894,1164727,NEWMONT MINING CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,DELTA HOLDCO CORP,20020109.0,1-LAF,1,1231.0,10-K,20171231.0,2017.0,FY,20180222,2018-02-22 07:37:00.0,0,1,nem-20171231.xml,1,,17235369984.0,20170630.0,,
0001193125-18-064855,886986,TECK RESOURCES LTD,1400.0,CA,BC,VANCOUVER,V6C 0B3,550 BURRARD ST,"SUITE 3300, BENTALL 5",604 699-4000,CA,BC,VANCOUVER,V6C 0B3,550 BURRARD ST,"SUITE 3300, BENTALL 5",CA,BC,0.0,TECK COMINCO LTD,19940623.0,,0,1231.0,40-F,20171231.0,2017.0,FY,20180301,2018-02-28 19:27:00.0,0,1,teck-20171231.xml,1,,,,,
0001558370-18-001655,1456346,FRANCO NEVADA CORP,1040.0,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,416-306-6317,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,CA,,0.0,,,,0,1231.0,6-K,20171231.0,2017.0,FY,20180308,2018-03-07 18:52:00.0,0,1,fnv-20180331.xml,1,,,,,
0001047469-18-002083,2809,AGNICO EAGLE MINES LTD,1040.0,CA,ON,TORONTO,M5C 2Y7,145 KING STREET EAST,SUITE 400,4169471212,CA,ON,TORONTO,M5C 2Y7,145 KING STREET EAST,SUITE 400,CA,ON,0.0,,,1-LAF,0,1231.0,40-F,20171231.0,2017.0,FY,20180323,2018-03-23 17:30:00.0,0,1,aem-20171231.xml,1,,,,,
0001193125-18-094424,756894,BARRICK GOLD CORP,1040.0,CA,ON,TORONTO ONTARIO CANA,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",161 BAY STREET SUITE 3700,4163077470,CA,ON,ONTARIO M5J2S1,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",P O BOX 212 TORONTO,,,0.0,BARRICK RESOURCES CORP,19860109.0,,0,1231.0,40-F,20171231.0,2017.0,FY,20180326,2018-03-23 17:39:00.0,0,1,abx-20171231.xml,1,,,,,
0001193125-18-099445,1009001,CAMECO CORP,1090.0,CA,SK,SASKATOON,S7M 1J3,2121 11TH ST W,,3069566200,CA,SK,SASKATOON,S7M 1J3,2121 11TH ST W.,,,,980113090.0,,,2-ACC,0,1231.0,40-F,20171231.0,2017.0,FY,20180328,2018-03-28 15:57:00.0,0,1,ccj-20171231.xml,1,,,,,
0001558370-18-002485,1456346,FRANCO NEVADA CORP,1040.0,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,416-306-6317,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,CA,,0.0,,,,0,1231.0,40-F,20171231.0,2017.0,FY,20180328,2018-03-28 17:20:00.0,0,1,fnv-20171231.xml,1,,,,,
0001104659-18-021288,701818,KINROSS GOLD CORP,1040.0,CA,ON,TORONTO,M5J 2V5,25 YORK STREET,17TH FLOOR,8013639152,CA,ON,TORONTO,M5J 2V5,25 YORK STREET,17TH FLOOR,,,650430083.0,PLEXUS RESOURCES CORP,19920703.0,,0,1231.0,40-F,20171231.0,2017.0,FY,20180329,2018-03-29 16:44:00.0,0,1,kgc-20171231.xml,1,,,,,
0001193125-18-102198,1323404,WHEATON PRECIOUS METALS CORP.,1040.0,CA,BC,VANCOUVER,V6E 0C3,SUITE 3500,1021 WEST HASTINGS STREEET,604 684 3123,CA,BC,VANCOUVER,V6E 0C3,SUITE 3500,1021 WEST HASTINGS STREEET,CA,ON,0.0,SILVER WHEATON CORP.,20050411.0,,0,1231.0,40-F,20171231.0,2017.0,FY,20180329,2018-03-29 17:16:00.0,0,1,wpm-20171231.xml,1,,,,,
0001558370-18-003282,1164727,NEWMONT MINING CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,DELTA HOLDCO CORP,20020109.0,1-LAF,0,1231.0,8-K,20171231.0,2017.0,FY,20180426,2018-04-25 21:02:00.0,1,1,nem-20180426.xml,1,,,,,
0001558370-18-003287,1164727,NEWMONT MINING CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,DELTA HOLDCO CORP,20020109.0,1-LAF,0,1231.0,10-Q,20180331.0,2018.0,Q1,20180426,2018-04-26 07:01:00.0,0,1,nem-20180331.xml,1,,,,,
0001558370-18-004475,1456346,FRANCO NEVADA CORP,1040.0,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,416-306-6317,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,CA,,0.0,,,,0,1231.0,6-K,20180331.0,2018.0,Q1,20180509,2018-05-09 16:09:00.0,0,1,fnv-20180531.xml,1,,,,,
0001193125-18-227887,756894,BARRICK GOLD CORP,1040.0,CA,ON,TORONTO ONTARIO CANA,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",161 BAY STREET SUITE 3700,4163077470,CA,ON,ONTARIO M5J2S1,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",P O BOX 212 TORONTO,,,0.0,BARRICK RESOURCES CORP,19860109.0,,0,1231.0,6-K,20180630.0,2018.0,Q2,20180726,2018-07-26 16:57:00.0,0,1,abx-20180630.xml,1,,,,,
0001558370-18-005735,1164727,NEWMONT MINING CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,DELTA HOLDCO CORP,20020109.0,1-LAF,0,1231.0,10-Q,20180630.0,2018.0,Q2,20180726,2018-07-26 07:01:00.0,0,1,nem-20180630.xml,1,,,,,
0001558370-18-006785,1456346,FRANCO NEVADA CORP,1040.0,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,416-306-6317,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,CA,,0.0,,,,0,1231.0,6-K,20180630.0,2018.0,Q2,20180808,2018-08-08 16:57:00.0,0,1,fnv-20180831.xml,1,,,,,
0001193125-18-248720,1323404,WHEATON PRECIOUS METALS CORP.,1040.0,CA,BC,VANCOUVER,V6E 0C3,SUITE 3500,1021 WEST HASTINGS STREEET,604 684 3123,CA,BC,VANCOUVER,V6E 0C3,SUITE 3500,1021 WEST HASTINGS STREEET,CA,ON,0.0,SILVER WHEATON CORP.,20050411.0,,0,1231.0,6-K,20180630.0,2018.0,Q2,20180815,2018-08-14 17:57:00.0,0,1,wpm-20180630.xml,1,,,,,
0001558370-18-007843,1164727,NEWMONT MINING CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,DELTA HOLDCO CORP,20020109.0,1-LAF,0,1231.0,10-Q,20180930.0,2018.0,Q3,20181025,2018-10-25 07:05:00.0,0,1,nem-20180930.xml,1,,,,,
0001558370-18-008502,1456346,FRANCO NEVADA CORP,1040.0,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,416-306-6317,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,CA,,0.0,,,,0,1231.0,6-K,20180930.0,2018.0,Q3,20181105,2018-11-05 17:22:00.0,0,1,fnv-20180930.xml,1,,,,,
0001193125-19-040445,756894,BARRICK GOLD CORP,1040.0,CA,ON,TORONTO ONTARIO CANA,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",161 BAY STREET SUITE 3700,4163077470,CA,ON,ONTARIO M5J2S1,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",P O BOX 212 TORONTO,CA,BC,0.0,BARRICK RESOURCES CORP,19860109.0,,0,1231.0,6-K,20181231.0,2018.0,FY,20190214,2019-02-14 15:09:00.0,0,1,abx-20181231.xml,1,,,,,
0001558370-19-000806,1164727,NEWMONT MINING CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,DELTA HOLDCO CORP,20020109.0,1-LAF,1,1231.0,10-K,20181231.0,2018.0,FY,20190221,2019-02-21 07:09:00.0,0,1,nem-20181231.xml,1,,20052690944.0,20180630.0,,
0001193125-19-053855,1725964,NUTRIEN LTD.,2870.0,CA,SK,SASKATOON,S7K 7G3,"SUITE 500, 122 - 1ST AVENUE SOUTH",,(306) 933-8500,CA,SK,SASKATOON,S7K 7G3,"SUITE 500, 122 - 1ST AVENUE SOUTH",,CA,,981400416.0,,,,0,1231.0,40-F,20181231.0,2018.0,FY,20190227,2019-02-27 15:13:00.0,0,1,ntr-20181231.xml,1,,,,,
0001193125-19-055171,886986,TECK RESOURCES LTD,1400.0,CA,BC,VANCOUVER,V6C 0B3,550 BURRARD ST,"SUITE 3300, BENTALL 5",604-699-4000,CA,BC,VANCOUVER,V6C 0B3,550 BURRARD ST,"SUITE 3300, BENTALL 5",CA,BC,0.0,TECK COMINCO LTD,19940623.0,,0,1231.0,40-F,20181231.0,2018.0,FY,20190228,2019-02-27 21:45:00.0,0,1,teck-20181231.xml,1,,,,,
0001558370-19-002290,1456346,FRANCO NEVADA CORP,1040.0,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,416-306-6317,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,CA,,0.0,,,,0,1231.0,6-K,20181231.0,2018.0,FY,20190319,2019-03-19 17:26:00.0,0,1,fnv-20181231.xml,1,,,,,
0001193125-19-083744,756894,BARRICK GOLD CORP,1040.0,CA,ON,TORONTO ONTARIO CANA,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",161 BAY STREET SUITE 3700,4163077470,CA,ON,ONTARIO M5J2S1,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",P O BOX 212 TORONTO,CA,BC,0.0,BARRICK RESOURCES CORP,19860109.0,,0,1231.0,40-F,20181231.0,2018.0,FY,20190322,2019-03-22 17:26:00.0,0,1,abx-20181231.xml,1,,,,,
0001047469-19-001634,2809,AGNICO EAGLE MINES LTD,1040.0,CA,ON,TORONTO,M5C 2Y7,145 KING STREET EAST,SUITE 400,4169471212,CA,ON,TORONTO,M5C 2Y7,145 KING STREET EAST,SUITE 400,CA,ON,0.0,,,1-LAF,0,1231.0,40-F,20181231.0,2018.0,FY,20190326,2019-03-26 17:28:00.0,0,1,aem-20181231.xml,1,,,,,
0001558370-19-002489,1456346,FRANCO NEVADA CORP,1040.0,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,416-306-6317,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,CA,,0.0,,,,0,1231.0,40-F,20181231.0,2018.0,FY,20190327,2019-03-27 17:02:00.0,0,1,fnv-20181231.xml,1,,,,,
0001104659-19-018715,701818,KINROSS GOLD CORP,1040.0,CA,ON,TORONTO,M5J 2V5,25 YORK STREET,17TH FLOOR,8013639152,CA,ON,TORONTO,M5J 2V5,25 YORK STREET,17TH FLOOR,,,650430083.0,PLEXUS RESOURCES CORP,19920703.0,,0,1231.0,40-F,20181231.0,2018.0,FY,20190329,2019-03-29 16:37:00.0,0,1,kgc-20181231.xml,1,,,,,
0001193125-19-092356,1009001,CAMECO CORP,1090.0,CA,SK,SASKATOON,S7M 1J3,2121 11TH ST W,,3069566200,CA,SK,SASKATOON,S7M 1J3,2121 11TH ST W.,,,,980113090.0,,,2-ACC,0,1231.0,40-F,20181231.0,2018.0,FY,20190329,2019-03-29 13:29:00.0,0,1,ccj-20181231.xml,1,,,,,
0001193125-19-094594,1323404,WHEATON PRECIOUS METALS CORP.,1040.0,CA,BC,VANCOUVER,V6E 0C3,SUITE 3500,1021 WEST HASTINGS STREEET,604 684 3123,CA,BC,VANCOUVER,V6E 0C3,SUITE 3500,1021 WEST HASTINGS STREEET,CA,ON,0.0,SILVER WHEATON CORP.,20050411.0,,0,1231.0,40-F,20181231.0,2018.0,FY,20190401,2019-04-01 16:37:00.0,0,1,wpm-20181231.xml,1,,,,,
0001558370-19-003261,1164727,NEWMONT GOLDCORP CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,NEWMONT MINING CORP /DE/,20020215.0,1-LAF,0,1231.0,10-Q,20190331.0,2019.0,Q1,20190425,2019-04-25 07:03:00.0,0,1,nem-20190331.xml,1,,,,,
0001558370-19-006289,1164727,NEWMONT GOLDCORP CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,NEWMONT MINING CORP /DE/,20020215.0,1-LAF,0,1231.0,10-Q,20190630.0,2019.0,Q2,20190725,2019-07-25 07:04:00.0,0,1,nem-20190630x10q_htm.xml,1,,,,,
0001558370-19-007507,1456346,FRANCO NEVADA CORP,1040.0,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,416-306-6317,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,CA,,0.0,,,,0,1231.0,6-K,20190630.0,2019.0,Q2,20190807,2019-08-07 17:09:00.0,0,1,fnv-20190630.xml,1,,,,,
0001193125-19-217075,1323404,WHEATON PRECIOUS METALS CORP.,1040.0,CA,BC,VANCOUVER,V6E 0C3,SUITE 3500,1021 WEST HASTINGS STREEET,604 684 3123,CA,BC,VANCOUVER,V6E 0C3,SUITE 3500,1021 WEST HASTINGS STREEET,CA,ON,980459455.0,SILVER WHEATON CORP.,20050411.0,,0,1231.0,6-K,20190630.0,2019.0,Q2,20190809,2019-08-08 18:15:00.0,0,1,wpm-20190630.xml,1,,,,,
0001193125-19-218473,756894,BARRICK GOLD CORP,1040.0,CA,ON,TORONTO ONTARIO CANA,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",161 BAY STREET SUITE 3700,4163077470,CA,ON,ONTARIO M5J2S1,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",P O BOX 212 TORONTO,CA,BC,0.0,BARRICK RESOURCES CORP,19860109.0,,0,1231.0,6-K,20190630.0,2019.0,Q2,20190812,2019-08-12 07:25:00.0,0,1,abx-20190630.xml,1,,,,,
0001410578-19-000968,1164727,NEWMONT GOLDCORP CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,NEWMONT MINING CORP /DE/,20020215.0,1-LAF,0,1231.0,8-K,20190831.0,,,20190829,2019-08-29 16:06:00.0,1,0,tv528189_8k_htm.xml,1,,,,,
0001410578-19-001046,1164727,NEWMONT GOLDCORP CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,NEWMONT MINING CORP /DE/,20020215.0,1-LAF,0,1231.0,8-K,20190831.0,,,20190905,2019-09-05 09:25:00.0,1,0,tv528924_8k_htm.xml,1,,,,,
0001410578-19-001064,1164727,NEWMONT GOLDCORP CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,NEWMONT MINING CORP /DE/,20020215.0,1-LAF,0,1231.0,8-K,20190831.0,,,20190906,2019-09-06 11:43:00.0,1,0,tv528926_8k_htm.xml,1,,,,,
0001410578-19-001191,1164727,NEWMONT GOLDCORP CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,NEWMONT MINING CORP /DE/,20020215.0,1-LAF,0,1231.0,8-K/A,20190831.0,,,20190912,2019-09-12 07:01:00.0,0,0,tv529276_8ka_htm.xml,1,,,,,
0001410578-19-001253,1164727,NEWMONT GOLDCORP CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,NEWMONT MINING CORP /DE/,20020215.0,1-LAF,0,1231.0,8-K,20190930.0,,,20190916,2019-09-16 16:06:00.0,0,0,tv529458_8k_htm.xml,1,,,,,
0000950123-11-069854,1164727,NEWMONT MINING CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,DELTA HOLDCO CORP,20020109.0,1-LAF,1,1231.0,10-Q,20110630.0,2011.0,Q2,20110729,2011-07-28 20:38:00.0,0,1,nem-20110630.xml,1,,,,,
0001047469-11-007301,2809,AGNICO EAGLE MINES LTD,1040.0,CA,ON,TORONTO,M5C 2Y7,145 KING STREET EAST,SUITE 400,4169471212,CA,ON,TORONTO,M5C 2Y7,145 KING STREET EAST,SUITE 400,CA,ON,0.0,,,1-LAF,0,1231.0,6-K,20110630.0,2011.0,Q2,20110812,2011-08-12 08:51:00.0,0,1,aem-20110630.xml,1,,,,,
0001558370-15-001997,1164727,NEWMONT MINING CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,DELTA HOLDCO CORP,20020109.0,1-LAF,0,1231.0,10-Q,20150930.0,2015.0,Q3,20151029,2015-10-28 17:46:00.0,0,1,nem-20150930.xml,1,,,,,
0001157523-19-002190,1164727,NEWMONT GOLDCORP CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,NEWMONT MINING CORP /DE/,20020215.0,1-LAF,0,1231.0,8-K,20191031.0,,,20191105,2019-11-05 07:56:00.0,0,0,a52123028_htm.xml,1,,,,,
0001558370-19-009890,1164727,NEWMONT GOLDCORP CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,NEWMONT MINING CORP /DE/,20020215.0,1-LAF,0,1231.0,10-Q,20190930.0,2019.0,Q3,20191105,2019-11-05 08:08:00.0,0,1,nem-20190930x10q294e94_htm.xml,1,,,,,
0001104659-19-062722,1164727,NEWMONT GOLDCORP CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,NEWMONT MINING CORP /DE/,20020215.0,1-LAF,0,1231.0,8-K,20191031.0,,,20191112,2019-11-12 17:14:00.0,0,0,tm1922387d1_8k_htm.xml,1,,,,,
0001104659-19-073524,1164727,NEWMONT GOLDCORP CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,NEWMONT MINING CORP /DE/,20020215.0,1-LAF,0,1231.0,8-K,20191231.0,,,20191218,2019-12-17 21:51:00.0,0,0,tm1926441d1_8k_htm.xml,1,,,,,
0001104659-23-105520,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K/A,20230131.0,,,20231002,2023-10-02 06:02:00.0,1,0,tm2327175d2_8ka_htm.xml,1,,,,,
0001104659-23-106658,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230930.0,,,20231004,2023-10-04 09:24:00.0,1,0,tm2327175d6_8k_htm.xml,1,,,,,
0001104659-23-106890,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230930.0,,,20231004,2023-10-04 17:24:00.0,1,0,tm2327175d7_8k_htm.xml,1,,,,,
0001104659-23-108635,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230930.0,,,20231012,2023-10-11 20:14:00.0,1,0,tm2328257d1_8k_htm.xml,1,,,,,
0001104659-23-109956,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20231031.0,,,20231019,2023-10-18 21:07:00.0,1,0,tm2328750d1_8k_htm.xml,1,,,,,
0001104659-23-114506,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,DE,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20231031.0,,,20231106,2023-11-06 08:23:00.0,1,0,tm2329893d1_8k_htm.xml,1,,,,,
